"","X.x","Supplier.Number","accountsPayable","accountsReceivable","bankCashBalances","bankOverdraft","debitOwnedWithinOneYear","financialAssets","fixedAssets","intangibleAssets","otherCurrentAssets","otherCurrentLiabilities","otherEquity","otherTermAssets","otherTermLiabilities","prepayments","retainedEarnings","subscribedCapital","termLoans","totalAssets","totalCurrentAssets","totalCurrentLiabilities","totalInventories","totalLiabilities","totalShareholderEquity","totalTermAssets","totalTermLiabilities","accountPayableAccrualFromCashFlow","capitalExpenditure","changeInInventoriesFromCashFlow","netChangeInCashAndCashEquivalents","netFundingCashFlow","netInvestingCashFlow","unbilledAccountsReceivableRevenueFromCashFlow","currency","financialDate","period","abnormalItems","amortization","companyTaxExpense","costOfGoodsSold","depreciation","earningsBeforeInterestAndTax","grossProfit","interestExpense","interestReceived","investmentIncome","netInvestmentIncome","netProfitAfterTax","netProfitAfterTaxAndMinorityInterests","netProfitBeforeTax","netSurplus","otherIncome","otherInvestmentExpense","otherOperatingExpense","totalOperatingExpense","totalOperatingRevenue","totalStaffCosts","salesRevenue","RRID","id","eqyYear","CHS","FHR","Data.Source","Group","Group.Classification","Parent.ID","X.y","count","USD.to.Other.Currency","X.Other.Currency.to.USD","Inflation.Rate...."
"1306",1305,"070740P",NA,NA,20977,NA,19657,12719,47324,NA,NA,NA,NA,NA,NA,NA,NA,NA,5464,140821,76840,51391,NA,62135,78686,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q1",-1526,NA,2517,NA,NA,5415,NA,1140,160,NA,NA,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,149372,"aPbWZxD","2025Q1",2025,30,54,"Public","A2, A3, F2, HDM A3","Auto","P374158",40,68,152.9137,0.006539636,NA
"1307",1306,"070740P",NA,NA,19660,NA,19314,12855,45610,NA,NA,NA,NA,NA,NA,NA,NA,NA,5515,140556,78212,53253,NA,64133,76423,NA,NA,NA,NA,NA,NA,-7221,-6630,NA,"JPY","2024-03-31","YE",-1548,NA,1872,NA,NA,4158,NA,1216,156,NA,NA,3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,145638,"aPbWZxD","2024YE",2024,27,53,"Public","A2, A3, F2, HDM A3","Auto","P374158",41,300,151.353,0.006607071,"2.90%"
"1308",1307,"070740P",NA,NA,21717,NA,24190,11051,47451,NA,NA,NA,NA,NA,NA,NA,NA,NA,6274,142728,80809,56948,NA,68188,74540,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-12-31","Q3",-31,NA,1667,NA,NA,3648,NA,1262,179,NA,NA,4726,NA,NA,NA,NA,NA,NA,NA,NA,NA,139857,"aPbWZxD","2024Q3",2024,29,52,"Public","A2, A3, F2, HDM A3","Auto","P374158",41,300,151.353,0.006607071,"2.90%"
"1309",1308,"070740P",NA,NA,19373,NA,21981,11803,48566,NA,NA,NA,NA,NA,NA,NA,NA,NA,4808,141453,77691,57178,NA,67175,74278,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q2",-908,NA,1657,NA,NA,1518,NA,1222,140,NA,NA,3051,NA,NA,NA,NA,NA,NA,NA,NA,NA,139610,"aPbWZxD","2024Q2",2024,20,51,"Public","A2, A3, F2, HDM A3","Auto","P374158",41,300,151.353,0.006607071,"2.90%"
"1310",1309,"070740P",NA,NA,18339,NA,23793,10403,48291,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070,135648,73604,55306,NA,63238,72410,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q1",-898,NA,1417,NA,NA,268,NA,1088,137,NA,NA,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,140491,"aPbWZxD","2024Q1",2024,20,50,"Public","A2, A3, F2, HDM A3","Auto","P374158",41,300,151.353,0.006607071,"2.90%"
"1311",1310,"070740P",NA,NA,18245,NA,23410,8746,46148,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164,131797,73679,53502,NA,61114,70683,NA,NA,NA,NA,NA,NA,-5310,-5311,NA,"JPY","2023-03-31","YE",-896,NA,1959,NA,NA,439,NA,937,149,NA,NA,1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,142019,"aPbWZxD","2023YE",2023,19,50,"Public","A2, A3, F2, HDM A3","Auto","P374158",42,324,140.511,0.007116881,"4.12%"
"1312",1311,"070740P",NA,NA,16660,NA,21253,10860,46145,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046,132508,72166,53044,NA,61738,70770,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-12-31","Q3",-791,NA,2617,NA,NA,1729,NA,727,130,NA,NA,1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,141481,"aPbWZxD","2023Q3",2023,23,51,"Public","A2, A3, F2, HDM A3","Auto","P374158",42,324,140.511,0.007116881,"4.12%"
"1313",1312,"070740P",NA,NA,19022,NA,27093,11646,49093,NA,NA,NA,NA,NA,NA,NA,NA,NA,4469,141955,78068,59442,NA,68618,73337,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q2",107,NA,2656,NA,NA,1958,NA,593,146,NA,NA,1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,135236,"aPbWZxD","2023Q2",2023,23,50,"Public","A2, A3, F2, HDM A3","Auto","P374158",42,324,140.511,0.007116881,"4.12%"
"1314",1313,"070740P",NA,NA,19147,NA,26030,11580,47444,NA,NA,NA,NA,NA,NA,NA,NA,NA,4679,140295,78268,58267,NA,67517,72778,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-06-30","Q1",56,NA,3708,NA,NA,2237,NA,494,145,NA,NA,3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,130129,"aPbWZxD","2023Q1",2023,27,51,"Public","A2, A3, F2, HDM A3","Auto","P374158",42,324,140.511,0.007116881,"4.12%"
"1315",1314,"070740P",NA,NA,18373,NA,22798,12125,44619,NA,NA,NA,NA,NA,NA,NA,NA,NA,3988,137125,77058,55961,NA,65058,72067,NA,NA,NA,NA,NA,NA,-2824,-1140,NA,"JPY","2022-03-31","YE",33,NA,3571,NA,NA,2879,NA,416,121,NA,NA,4344,NA,NA,NA,NA,NA,NA,NA,NA,NA,128842,"aPbWZxD","2022YE",2022,27,53,"Public","A2, A3, F2, HDM A3","Auto","P374158",43,131,131.454,0.007607224,"8.00%"
"1316",1315,"511895P",NA,NA,1660.1094,NA,3345.29363,230.27795,4231.86372,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428.37962,17628.39512,9554.20586,6420.75992,NA,8236.51835,9391.87678,NA,NA,NA,NA,NA,NA,-1120.94336,-320.87274,NA,"CNY","2024-06-30","Q2",0,NA,234.77739,NA,NA,1542.77828,NA,233.72329,34.77109,NA,NA,1128.88992,NA,NA,NA,NA,NA,NA,NA,NA,NA,16071.70687,"awombXa","2024Q2",2024,68,73,"Public","A3, F3","Auto","P989042",74,17,NA,0.1393,"2.90%"
"1317",1316,"511895P",NA,NA,1919.19511,NA,3854.93162,228.96518,4285.97243,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.3387,17667.1749,9552.02298,6956.32723,NA,8136.04587,9531.12903,NA,NA,NA,NA,NA,NA,-1020.73222,-329.30248,NA,"CNY","2024-03-31","Q1",0,NA,261.47601,NA,NA,1512.13343,NA,247.27368,28.42295,NA,NA,1050.07445,NA,NA,NA,NA,NA,NA,NA,NA,NA,16133.04301,"awombXa","2024Q1",2024,67,71,"Public","A3, F3","Auto","P989042",74,17,NA,0.1393,"2.90%"
"1318",1317,"511895P",NA,NA,1700.84846,NA,3840.14221,232.88701,4364.22269,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.42859,17645.06329,9425.13511,7082.17537,NA,8265.98321,9379.08008,NA,NA,NA,NA,NA,NA,-1484.93131,-355.48495,NA,"CNY","2023-12-31","YE",-278.99654,NA,259.41631,NA,NA,1507.71156,NA,265.25759,28.43464,NA,NA,1033.97246,NA,NA,NA,NA,NA,NA,NA,NA,NA,16206.86863,"awombXa","2023YE",2023,65,71,"Public","A3, F3","Auto","P989042",75,35,NA,0.1414,"4.12%"
"1319",1318,"511895P",NA,NA,2147.47724,NA,4931.6695,49.3175,4623.24843,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.47511,18443.47939,9880.73122,8042.82199,NA,9416.3998,9027.07959,NA,NA,NA,NA,NA,NA,-956.73791,-398.49529,NA,"CNY","2023-09-30","Q3",0,NA,248.65904,NA,NA,1501.98615,NA,281.32231,22.97439,NA,NA,994.83118,NA,NA,NA,NA,NA,NA,NA,NA,NA,16305.01726,"awombXa","2023Q3",2023,67,69,"Public","A3, F3","Auto","P989042",75,35,NA,0.1414,"4.12%"
"1320",1319,"511895P",NA,NA,1909.3241,NA,5097.80386,50.44312,4700.06129,NA,NA,NA,NA,NA,NA,NA,NA,NA,904.08699,18470.56033,9758.23295,8129.09188,NA,9559.9336,8910.62672,NA,NA,NA,NA,NA,NA,-1106.64695,-383.49337,NA,"CNY","2023-06-30","Q2",0,NA,273.54996,NA,NA,1554.65315,NA,286.6382,20.15259,NA,NA,1013.47389,NA,NA,NA,NA,NA,NA,NA,NA,NA,16664.56256,"awombXa","2023Q2",2023,68,70,"Public","A3, F3","Auto","P989042",75,35,NA,0.1414,"4.12%"
"1321",1320,"511895P",NA,NA,2073.70932,NA,5172.21001,55.31183,4702.09561,NA,NA,NA,NA,NA,NA,NA,NA,NA,761.69373,18056.38578,9354.05816,8101.48182,NA,9378.56573,8677.82005,NA,NA,NA,NA,NA,NA,-1000.7431,-370.20835,NA,"CNY","2023-03-31","Q1",0,NA,236.84619,NA,NA,1583.18548,NA,295.17894,15.86812,NA,NA,1072.55041,NA,NA,NA,NA,NA,NA,NA,NA,NA,16504.31176,"awombXa","2023Q1",2023,69,71,"Public","A3, F3","Auto","P989042",75,35,NA,0.1414,"4.12%"
"1322",1321,"511895P",NA,NA,1419.67557,NA,5337.91184,56.20783,4700.80683,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.52497,18186.94804,9608.33292,8636.71922,NA,9810.73881,8376.20923,NA,NA,NA,NA,NA,NA,-708.22327,-350.1373,NA,"CNY","2022-12-31","YE",-39.69971,NA,222.48922,NA,NA,1543.58964,NA,303.77636,12.43849,NA,NA,1031.72654,NA,NA,NA,NA,NA,NA,NA,NA,NA,16382.30991,"awombXa","2022YE",2022,66,64,"Public","A3, F3","Auto","P989042",76,34,NA,0.1488,"8.00%"
"1323",1322,"511895P",NA,NA,1626.78609,NA,5820.3474,43.63911,4693.86508,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.84388,17819.0913,9302.49975,8928.52013,NA,9767.61901,8051.47229,NA,NA,NA,NA,NA,NA,-491.82996,-400.06036,NA,"CNY","2022-09-30","Q3",0,NA,205.10058,NA,NA,1387.09654,NA,310.51187,18.15839,NA,NA,922.72122,NA,NA,NA,NA,NA,NA,NA,NA,NA,15592.29763,"awombXa","2022Q3",2022,67,64,"Public","A3, F3","Auto","P989042",76,34,NA,0.1488,"8.00%"
"1324",1323,"511895P",NA,NA,1082.2078,NA,5977.36404,44.0824,4743.32778,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.67757,17294.14753,8733.17091,8706.50294,NA,9609.56673,7684.5808,NA,NA,NA,NA,NA,NA,-561.77743,-422.9197,NA,"CNY","2022-06-30","Q2",0,NA,136.35386,NA,NA,1022.77279,NA,302.7992,15.92605,NA,NA,674.6703,NA,NA,NA,NA,NA,NA,NA,NA,NA,14113.16666,"awombXa","2022Q2",2022,60,54,"Public","A3, F3","Auto","P989042",76,34,NA,0.1488,"8.00%"
"1325",1324,"511895P",NA,NA,1400.59368,NA,5328.41038,24.25641,4793.27775,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209.06832,17168.16739,8572.71858,8006.78384,NA,9705.12867,7463.03872,NA,NA,NA,NA,NA,NA,-302.74871,-436.96272,NA,"CNY","2022-03-31","Q1",0,NA,107.33506,NA,NA,827.65869,NA,289.19976,17.49198,NA,NA,560.54389,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171.65546,"awombXa","2022Q1",2022,55,50,"Public","A3, F3","Auto","P989042",76,34,NA,0.1488,"8.00%"
"1326",1325,"583017",38,128,62,0,38,NA,105,1823,160,421,-32,228,363,NA,-1798,3049,412,2510,354,509,4,1291,1219,2156,782,-41,NA,NA,-25,-30,-55,-28,"EUR","2023-12-31","YE",-27,NA,29,NA,123,27,NA,50,1,NA,-53,-55,-55,-26,-55,2,4,349,889,943,417,941,"a6jbeNa","2023YE",2023,26,39,"FHRx","F0","Auto","P163256",64,79,NA,1.0821,"4.12%"
"1327",1326,"583017",79,114,88,0,762,7,133,1857,166,433,-37,169,338,NA,-1739,2682,0,2541,375,1289,7,1635,906,2166,346,NA,NA,NA,NA,NA,NA,NA,"EUR","2022-12-31","YE",NA,NA,22,NA,NA,-101,NA,42,NA,NA,-42,-165,-165,-143,-165,0,0,1029,1029,928,NA,928,"a6jbeNa","2022YE",2022,23,22,"FHRx","F0","Auto","P163256",65,69,NA,1.0535,"8.00%"
"1328",1327,"583017",52,146,88,0,100,7,157,1926,136,423,-22,110,250,NA,-1574,2682,643,2577,377,591,7,1491,1086,2200,900,19,NA,NA,-51,43,-69,-39,"EUR","2021-12-31","YE",-4,NA,22,NA,167,-114,NA,35,NA,20,-23,-159,-159,-137,-159,1,8,404,1057,947,486,946,"a6jbeNa","2021YE",2021,22,30,"FHRx","F0","Auto","P163256",66,44,NA,1.1828,"4.70%"
"1329",1328,"583017",29,117,136,0,104,NA,176,1996,148,439,-5,106,416,NA,-1400,2682,389,2679,401,590,NA,1402,1277,2278,812,-35,-15,NA,16,253,-74,6,"EUR","2020-12-31","YE",-7,NA,13,NA,169,-149,NA,34,1,NA,-54,-216,-216,-203,-216,0,21,344,999,857,486,857,"a6jbeNa","2020YE",2020,20,31,"FHRx","F0","Auto","P163256",67,37,NA,1.1382,"1.23%"
"1330",1329,"583017",66,143,127,0,84,NA,197,2049,179,575,-11,99,450,NA,-1184,2524,257,2794,449,756,NA,1465,1329,2345,709,4,-31,NA,-53,99,-48,25,"EUR","2019-12-31","YE",-51,NA,19,NA,192,-308,NA,26,1,NA,-34,-361,-361,-342,-361,0,9,486,1370,1113,692,1113,"a6jbeNa","2019YE",2019,21,33,"FHRx","F0","Auto","P163256",68,17,NA,1.1201,"1.81%"
"1331",1330,"583017",61,140,178,NA,100,NA,95,2169,200,504,-8,62,350,NA,-813,2282,330,2844,518,696,NA,1383,1461,2326,687,-12,NA,NA,-136,87,-120,-32,"EUR","2018-12-31","YE",-38,NA,17,NA,159,-361,NA,17,1,NA,-32,-410,-410,-393,-410,2,16,581,1393,1070,653,1068,"a6jbeNa","2018YE",2018,21,33,"FHRx","F0","Auto","P163256",69,6,NA,1.1793,"2.44%"
"1332",1331,"583017",72,121,312,NA,98,NA,77,2250,172,392,-1,59,315,NA,-419,2082,426,2991,605,581,NA,1329,1662,2386,748,26,NA,NA,119,-3,-82,62,"EUR","2017-12-31","YE",-10,NA,28,NA,169,-169,NA,12,1,NA,-24,-221,-221,-193,-221,2,13,454,1247,1088,624,1086,"a6jbeNa","2017YE",2017,23,41,"FHRx","F0","Auto","P163256",70,4,NA,1.1301,"2.13%"
"1333",1332,"583017",48,177,208,NA,73,NA,94,2347,207,337,-4,35,242,NA,-198,2002,525,3068,592,492,NA,1268,1800,2476,776,3,NA,NA,24,-64,-17,-69,"EUR","2016-12-31","YE",-30,NA,21,NA,169,-92,NA,16,1,NA,-19,-132,-132,-111,-132,4,4,484,1222,1160,569,1156,"a6jbeNa","2016YE",2016,22,37,"FHRx","F0","Auto","P163256",71,2,NA,1.1069,"1.26%"
"1334",1333,"203210",101.2282,61.71709,20.02444,0,58.14734,NA,NA,NA,69.25272,131.93187,-76.36902,410.88538,125.98321,NA,NA,0,310.87144,651.79304,240.90766,291.30741,89.91341,728.16206,-76.36902,410.88538,436.85465,NA,NA,NA,4.30783,14.56842,-8.31588,NA,"USD","2024-06-30","Q2",NA,NA,2.19487,755.07712,70.04201,3.85617,126.68252,49.73354,NA,NA,-64.18319,-62.52189,-62.52189,-60.32702,-57.7262,0,14.44965,52.78434,122.82635,881.75964,NA,881.75964,"DmY1WVD","2024Q2",2024,21,18,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"2.90%"
"1335",1334,"203210",101.568,60.715,12.784,0,58.15,NA,NA,NA,74.957,126.953,-66.681,432.08,130.632,NA,NA,0,318.693,669.316,237.236,286.671,88.78,735.996,-66.681,432.08,449.325,NA,NA,NA,NA,NA,NA,NA,"USD","2024-03-31","Q1",NA,NA,1.661,756.76225,72.12775,-6.45925,126.512,48.712,NA,NA,-58.966,-67.08625,-67.08625,-65.42525,-65.96925,0,10.254,60.8435,132.97125,883.27425,NA,883.27425,"DmY1WVD","2024Q1",2024,21,18,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"2.90%"
"1336",1335,"203210",NA,NA,18.834,0,50.112,NA,NA,NA,255.947,222.626,-17.878,424.325,125.636,NA,NA,0,318.61,699.106,274.781,272.738,NA,716.984,-17.878,424.325,444.246,-2.862,NA,-2.267,NA,NA,NA,7.786,"USD","2023-12-31","YE",NA,NA,1.168,761.439,74.029,-20.735,120.968,48.148,NA,NA,-48.148,-70.051,-70.051,-68.883,-70.051,0,0,67.674,141.703,882.407,NA,882.407,"DmY1WVD","2023YE",2023,19,19,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"4.12%"
"1337",1336,"203210",NA,NA,17.054,0,63.286,NA,NA,NA,252.339,163.252,97.034,508.666,149.131,NA,NA,0,305.356,778.059,269.393,226.538,NA,681.025,97.034,508.666,454.487,-14.767,NA,-7.517,NA,NA,NA,-0.6,"USD","2023-06-30","Q2",NA,NA,2.85613,747.47262,70.7615,-27.66349,93.82034,39.6739,NA,NA,-54.04637,-84.56599,-84.56599,-81.70986,-84.56599,0,14.37247,50.72233,121.48383,841.29296,NA,841.29296,"DmY1WVD","2023Q2",2023,16,18,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"4.12%"
"1338",1337,"203210",102.843055,75.689019,14.507129,0,61.814904,NA,397.902744,147.562293,79.772465,92.090516,0,13.241417,171.767803,NA,-130.094868,242.222343,306.577896,847.22165,288.515196,256.748475,118.546583,735.094174,112.127475,558.706454,478.345699,-3.158198,-7.51,11.591105,-3.278024,17.504,5.735,0.504126,"USD","2023-03-31","Q1",NA,NA,1.9409945,742.4815018,61.76193675,-23.863222,85.37007,36.19179775,NA,3.67406,-54.07644,-79.880656,-79.880656,-77.939662,-79.880656,0,21.558702,47.4713545,109.233291,827.851571,NA,827.8515713,"DmY1WVD","2023Q1",2023,16,18,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"4.12%"
"1339",1338,"203210",106.001253,76.193145,18.317226,0,61.806026,NA,428.99172,172.244642,52.564661,96.645606,0,14.701446,182.263341,NA,-136.081733,250.922193,331.593841,893.150528,277.21272,264.452885,130.137688,778.310067,114.84046,615.937808,513.857182,22.395088,-30.402,-66.869229,41.304389,21.62252,-30.402,30.176499,"USD","2022-12-31","YE",NA,NA,0.450258,723.115249,64.848997,-35.730997,75.754666,33.055809,NA,NA,-61.800745,-97.982,-97.982,-97.531742,-97.982,0,28.744936,46.636666,111.485663,798.869915,NA,798.869915,"DmY1WVD","2022YE",2022,15,18,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"8.00%"
"1340",1339,"203210",130.687341,123.143,14.848413,0,63.580652,NA,301.961,172.595,35.794,70.429,0,14.811838,53.166624,NA,-128.059,257.89452,332.886,780.585139,291.217301,264.696993,117.431888,650.749617,129.83552,489.367838,386.052624,47.081176,NA,-54.163428,-40.72409,144.673653,-119.947,-16.773356,"USD","2022-09-30","Q3",NA,NA,0.21784025,675.2044673,55.46764,-24.428636,77.978914,27.4228865,NA,NA,-74.527384,-99.17386,-99.17386,-98.95602,-99.17386,0,47.10449775,46.93990975,102.40755,753.183381,NA,753.1833813,"DmY1WVD","2022Q3",2022,15,17,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"8.00%"
"1341",1340,"203210",151.625,63.741,55.573,0,25.35,NA,284.327,76.747,77.076,4.356,0.107,6.63,43.417,NA,-31.2,193,240.708,627.363,259.659,181.331,63.269,465.456,161.907,367.704,284.125,78.58482,NA,-22.98429,5.343137,239.385,-232.274,6.803384,"USD","2021-12-31","YE",NA,NA,-6.917351,529.928749,57.794,-16.844023,86.389588,24.926498,NA,NA,-45.683917,-55.610589,-55.610589,-62.52794,-55.610589,0,20.757419,45.439611,103.233611,616.318337,NA,616.318337,"DmY1WVD","2021YE",2021,13,25,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"4.70%"
"1342",1341,"203210",63.67304,52.155716,8.345548,NA,41.071588,NA,158.630894,25.53453,79.148373,100.795626,-34.396713,26.797725,13.191785,NA,8.347497,0,215.008278,407.691102,196.727953,205.540254,57.078316,433.740317,-26.049216,210.963149,228.200063,NA,NA,NA,NA,NA,NA,NA,"USD","2021-09-30","Q3",NA,NA,0.262138907,496.2926129,NA,70.552636,101.374254,23.36143958,NA,NA,-82.125919,-11.835422,-11.835422,-11.573283,-11.835422,0,58.76447975,30.82161722,30.821617,597.666867,NA,597.6668666,"DmY1WVD","2021Q3",2021,47,30,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"4.70%"
"1343",1342,"203210",73.04018047,70.54438352,50.229626,NA,47.16102857,NA,173.4397381,34.7369862,58.66367831,80.63286566,-22.21483691,0.305841353,32.13681902,NA,6.217648959,0,211.2312576,428.204964,219.722398,200.834075,40.28471012,444.202151,-15.997188,208.482566,243.368077,NA,NA,NA,NA,NA,NA,NA,"USD","2020-12-31","YE",NA,NA,7.350423629,448.6419556,NA,77.583666,104.334203,23.40467434,NA,NA,-70.977741,-0.744499,-0.744499,6.605925,-0.744499,0,47.573067,26.75053686,26.750537,552.976158,NA,552.9761584,"DmY1WVD","2020YE",2020,47,36,"FHRx","A2, HDM A3","Auto","P403234",NA,NA,NA,NA,"1.23%"
"1344",1343,"192569",NA,NA,16602,NA,60361,25311,46670,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,172974,97727,137181,NA,147518,25456,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-06-30","Q2",3190,NA,-116,NA,NA,-6809,NA,1214,261,NA,NA,-2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,185967,"Jqx6M1D","2024Q2",2024,18,27,"Public","A3, HDM F1","Auto","P0",41,300,151.353,0.006607071,"2.90%"
"1345",1344,"192569",NA,NA,19051,NA,59419,22323,44290,NA,NA,NA,NA,NA,NA,NA,NA,NA,3881,167061,97278,134665,NA,144929,22132,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2024-03-31","Q1",3693,NA,-288,NA,NA,-7460,NA,1237,236,NA,NA,-3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,182988,"Jqx6M1D","2024Q1",2024,17,27,"Public","A3, HDM F1","Auto","P0",41,300,151.353,0.006607071,"2.90%"
"1346",1345,"192569",NA,NA,22749,NA,57900,20276,42657,NA,NA,NA,NA,NA,NA,NA,NA,NA,4225,162539,96647,131434,NA,141703,20836,NA,NA,NA,NA,NA,NA,5794,-11602,NA,"JPY","2023-12-31","YE",4279,NA,-445,NA,NA,-6739,NA,1299,130,NA,NA,-3648,NA,NA,NA,NA,NA,NA,NA,NA,NA,179279,"Jqx6M1D","2023YE",2023,17,28,"Public","A3, HDM F1","Auto","P0",42,324,140.511,0.007116881,"4.12%"
"1347",1346,"192569",NA,NA,20644,NA,55912,20231,41868,NA,NA,NA,NA,NA,NA,NA,NA,NA,4389,167183,102210,134055,NA,145028,22155,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-09-30","Q3",3462,NA,1022,NA,NA,-3188,NA,1412,91,NA,NA,-948,NA,NA,NA,NA,NA,NA,NA,NA,NA,179407,"Jqx6M1D","2023Q3",2023,23,26,"Public","A3, HDM F1","Auto","P0",42,324,140.511,0.007116881,"4.12%"
"1348",1347,"192569",NA,NA,26532,NA,58015,18410,39151,NA,NA,NA,NA,NA,NA,NA,NA,NA,4739,170740,110783,136753,NA,147791,22949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-06-30","Q2",4422,NA,994,NA,NA,-2264,NA,1434,60,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,180821,"Jqx6M1D","2023Q2",2023,25,27,"Public","A3, HDM F1","Auto","P0",42,324,140.511,0.007116881,"4.12%"
"1349",1348,"192569",NA,NA,16754,NA,54441,20213,38502,NA,NA,NA,NA,NA,NA,NA,NA,NA,4406,161955,100929,127332,NA,137988,23967,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2023-03-31","Q1",4187,NA,1083,NA,NA,-2183,NA,1415,54,NA,NA,-1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,177681,"Jqx6M1D","2023Q1",2023,22,26,"Public","A3, HDM F1","Auto","P0",42,324,140.511,0.007116881,"4.12%"
"1350",1349,"192569",NA,NA,18620,NA,50570,18188,35267,NA,NA,NA,NA,NA,NA,NA,NA,NA,4763,157428,101840,123244,NA,134062,23366,NA,NA,NA,NA,NA,NA,5077,-4486,NA,"JPY","2022-12-31","YE",2538,NA,1064,NA,NA,-3191,NA,1142,48,NA,NA,-1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,175683,"Jqx6M1D","2022YE",2022,22,26,"Public","A3, HDM F1","Auto","P0",43,131,131.454,0.007607224,"8.00%"
"1351",1350,"192569",NA,NA,16104,NA,46375,21610,37349,NA,NA,NA,NA,NA,NA,NA,NA,NA,5354,160626,99054,125158,NA,137305,23321,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2022-09-30","Q3",-1144,NA,1108,NA,NA,-8147,NA,770,63,NA,NA,-5360,NA,NA,NA,NA,NA,NA,NA,NA,NA,167395,"Jqx6M1D","2022Q3",2022,17,28,"Public","A3, HDM F1","Auto","P0",43,131,131.454,0.007607224,"8.00%"
"1352",1351,"192569",NA,NA,23839,NA,34561,18391,33273,NA,NA,NA,NA,NA,NA,NA,NA,NA,6816,145160,91042,105626,NA,119930,25230,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2021-09-30","Q2",14358,NA,5820,NA,NA,-7308,NA,1452,352,NA,NA,-13707,NA,NA,NA,NA,NA,NA,NA,NA,NA,162237,"Jqx6M1D","2022Q2",2022,20,29,"Public","A3, HDM F1","Auto","P0",43,131,131.454,0.007607224,"8.00%"
"1353",1352,"192569",NA,NA,26868,NA,24785,17633,32385,NA,NA,NA,NA,NA,NA,NA,NA,NA,7591,146079,93679,103968,NA,119336,26743,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPY","2021-06-30","Q1",14441,NA,5780,NA,NA,-8792,NA,1680,431,NA,NA,-17866,NA,NA,NA,NA,NA,NA,NA,NA,NA,161474,"Jqx6M1D","2022Q1",2022,20,30,"Public","A3, HDM F1","Auto","P0",43,131,131.454,0.007607224,"8.00%"
