vlookup_supplier_number,eqy_year,period,chs,fhr,operating_profit,operating_profit_before_depreciation,gross_profit,capital_employed,total_shareholder_equity,total_assets,total_revenue,operating_profit_after_tax,net_profit_after_tax,net_profit_before_tax,cost_of_goods_sold,depreciation,interest_expense,other_operating_expense,total_staff_costs,company_tax_expense,total_cash_operating_expenditure,total_liabilities,total_inventories,total_term_liabilities,total_current_assets,total_current_liabilities,quick_assets,working_capital,total_debt,cash,retained_earnings,current_debt_service,cash_from_operations
042110,2024,Q2,69,80,0,0,0,19163.331,11970.089999999998,25171.766999999996,20324.745,1896.705,3786.2909999999997,0,0,0,279.67499999999995,0,0,-1896.705,0,13201.676999999998,0,0,8979.092999999999,6008.436,8979.092999999999,2970.6569999999992,6008.436,1432.953,0,6288.111,3786.2909999999997
042110,2024,Q1,66,75,0,0,0,17988.695999999996,11613.123,24045.947999999997,20476.278,1918.062,3077.4419999999996,0,0,0,287.811,0,0,-1918.062,0,12432.824999999999,0,0,7821.746999999999,6057.2519999999995,7821.746999999999,1764.495,6057.2519999999995,956.997,0,6345.062999999999,3077.4419999999996
042110,2023,YE,63,77,0,0,0,20541.093,12400.668,25575.069,20993.396999999997,2018.6159999999998,3105.4019999999996,0,0,0,298.395,0,0,-2018.6159999999998,0,13174.401,0,0,8634.608999999999,5033.976,8634.608999999999,3600.632999999999,5033.976,1717.08,0,5332.370999999999,3105.4019999999996
042110,2023,Q3,64,78,0,0,0,19908.704999999998,11593.430999999999,24825.416999999998,20701.284,1280.481,2421.711,0,0,0,288.972,0,0,-1280.481,0,13231.985999999999,0,0,8889.029999999999,4916.7119999999995,8889.029999999999,3972.3179999999993,4916.7119999999995,1892.9759999999999,0,5205.683999999999,2421.711
042110,2023,Q2,62,73,0,0,0,18331.923,9969.534,23136.606,20177.784,-154.956,1028.154,0,0,0,271.173,0,0,154.956,0,13167.071999999998,0,0,8451.384,4804.683,8451.384,3646.701,4804.683,1363.194,0,5075.856,1028.154
042110,2023,Q1,57,68,0,0,0,18016.775999999998,9707.784,22736.652,18981.063,-140.298,695.208,0,0,0,254.421,0,0,140.298,0,13028.867999999999,0,0,8088.075,4719.875999999999,8088.075,3368.1990000000005,4719.875999999999,1151.6999999999998,0,4974.297,695.208
042110,2022,YE,54,66,0,0,0,18550.71,9912.460000000001,23853.56,19063.010000000002,-131.89000000000001,643.1,0,0,0,238.71,0,0,131.89000000000001,0,13941.1,0,0,8484.560000000001,5302.85,8484.560000000001,3181.710000000001,5302.85,1668.7900000000002,0,5541.56,643.1
042110,2022,Q3,51,70,0,0,0,17267.780000000002,9135.29,21768.390000000003,18511.47,-104.64000000000001,468.70000000000005,0,0,0,210.37,0,0,104.64000000000001,0,12633.1,0,0,11971.470000000001,4500.610000000001,11971.470000000001,7470.860000000001,4500.610000000001,5286.5,0,4710.9800000000005,468.70000000000005
042110,2022,Q2,43,64,0,0,0,17319.010000000002,9027.380000000001,21699.72,17465.07,-67.58,175.49,0,0,0,186.39000000000001,0,0,67.58,0,12672.34,0,0,11508.220000000001,4380.71,11508.220000000001,7127.510000000001,4380.71,5090.3,0,4567.1,175.49
042110,2022,Q1,50,68,0,0,0,17721.22,9374,22240.36,17192.57,-80.66000000000001,434.91,0,0,0,166.77,0,0,80.66000000000001,0,12866.36,0,0,11743.660000000002,4519.14,11743.660000000002,7224.520000000001,4519.14,5315.93,0,4685.910000000001,434.91
513264,2024,Q2,38,50,0,0,0,1108.0801919268697,650.8021029199607,1462.025197491443,1105.3269740361013,-16.008954914444622,54.92062823290313,0,0,0,16.93811489200349,0,0,16.008954914444622,0,811.2230945714823,0,0,796.1096709021504,353.94500556457325,796.1096709021504,442.1646653375771,353.94500556457325,263.5662038418769,0,370.88312045657676,54.92062823290313
513264,2024,Q1,36,50,0,0,0,1088.1066564477137,629.4082443097881,1434.7799711011123,1092.0992926216034,-16.286756110066197,53.716453621356635,0,0,0,17.316295637393722,0,0,16.286756110066197,0,805.3717267913244,0,0,786.895144888119,346.6733146533987,786.895144888119,440.22183023472036,346.6733146533987,247.2639633154584,0,363.98961029079237,53.716453621356635
513264,2023,YE,28,46,0,0,0,1126.9887840443969,657.6820214585259,1469.2349060552253,1157.3340428401611,-14.253681933110053,29.60167375077535,0,0,0,18.74116559842592,0,0,14.253681933110053,0,811.5528845966994,0,0,804.865054493466,342.2461220108285,804.865054493466,462.6189324826375,342.2461220108285,253.2523652321715,0,360.98728760925445,29.60167375077535
513264,2023,Q3,18,41,0,0,0,1185.1933822519006,674.4041839759167,1541.5694345591155,1150.3103730385697,-14.39732522580453,-3.393644191543709,0,0,0,18.480558024592384,0,0,14.39732522580453,0,867.1652505831989,0,0,815.3712761246059,356.3760523072149,815.3712761246059,458.995223817391,356.3760523072149,222.68278769441204,0,374.85661033180725,-3.393644191543709
513264,2023,Q2,18,39,0,0,0,1142.5020244500085,633.8253737993549,1531.405940784229,1197.602415500652,-12.131322882875232,-10.069478819808303,0,0,0,17.18884361498917,0,0,12.131322882875232,0,897.5805669848742,0,0,815.8044236535238,388.90391633422036,815.8044236535238,426.9005073193035,388.90391633422036,227.19110383726488,0,406.09275994920955,-10.069478819808303
513264,2023,Q1,18,36,0,0,0,1142.7430091740332,622.2884149409176,1527.4207550329459,1256.3069595682728,-11.595390597851397,-7.682950514096528,0,0,0,14.951469128288107,0,0,11.595390597851397,0,905.1323400920281,0,0,804.9063834408377,384.67774585891266,804.9063834408377,420.228637581925,384.67774585891266,192.20483945704507,0,399.6292149872008,-7.682950514096528
513264,2022,YE,18,34,0,0,0,1293.0207535828947,708.6442705570875,1703.7588436412395,1411.9172940076867,-13.641178343802393,12.363217051862406,0,0,0,13.625347330487465,0,0,13.641178343802393,0,995.1145730841523,0,0,905.7557786064834,410.73809005834477,905.7557786064834,495.01768854813866,410.73809005834477,219.64967931495653,0,424.3634373888322,12.363217051862406
513264,2022,Q3,22,34,0,0,0,1362.5647132587196,741.7773383433562,1827.0644126773184,1408.574244667093,-25.196282491969956,17.246262031805212,0,0,0,10.704653338193996,0,0,25.196282491969956,0,1085.2870743339622,0,0,1006.1950758839571,464.4996994185988,1006.1950758839571,541.6953764653583,464.4996994185988,190.30994899858115,0,475.20435275679284,17.246262031805212
513264,2022,Q2,23,36,0,0,0,1339.8407012525588,706.8575962876326,1872.3519328825896,1355.3592988428315,-24.776596113581817,16.76774863165328,0,0,0,8.593315331472295,0,0,24.776596113581817,0,1165.4943365949568,0,0,1077.573312552876,532.5112316300308,1077.573312552876,545.0620809228451,532.5112316300308,226.65579845698846,0,541.104546961503,16.76774863165328
513264,2022,Q1,26,39,0,0,0,1298.7829865009073,684.0835685165418,1799.6635610378573,1308.2002457493893,-25.578968903903807,15.444122361352218,0,0,0,7.6520098607883424,0,0,25.578968903903807,0,1115.5799925213155,0,0,1016.5503135310406,500.88057453695,1016.5503135310406,515.6697389940906,500.88057453695,211.23035888502176,0,508.53258439773833,15.444122361352218
521193,2024,Q2,27,31,0,0,0,4262.210207214799,1936.2813656408355,7242.010823383211,7272.08809890507,-36.3694164326166,-88.00882332950265,0,0,0,171.411049742827,0,0,36.3694164326166,0,5305.729458487895,0,0,2812.519871563642,2979.800616168412,2812.519871563642,-167.28074460477,2979.800616168412,512.0820992458194,0,3151.211665911239,-88.00882332950265
521193,2024,Q1,36,37,0,0,0,4570.369731462218,1906.869182725158,7293.405305414881,7174.571130026285,-55.90597321457599,17.712715919894684,0,0,0,154.05770263221518,0,0,55.90597321457599,0,5386.536122689724,0,0,2956.552590778315,2723.035573952663,2956.552590778315,233.5170168256518,2723.035573952663,611.4204712710244,0,2877.0932765848784,17.712715919894684
521193,2023,YE,38,38,0,0,0,4541.773316632709,2009.959125814497,7407.205282888576,7659.542289065929,-68.67908436446388,47.18383292225241,0,0,0,148.76155808400847,0,0,68.67908436446388,0,5397.246157875343,0,0,2962.194608427295,2865.4319662558673,2962.194608427295,96.76264217142761,2865.4319662558673,623.8320960297049,0,3014.1935243398757,47.18383292225241
521193,2023,Q3,41,42,0,0,0,4644.219490973997,2120.6598846740735,7582.567515493904,7565.583015223201,-94.29467215180526,67.55043768134223,0,0,0,134.78432049917873,0,0,94.29467215180526,0,5461.907631621093,0,0,3194.8539726411796,2938.3480245199066,3194.8539726411796,256.5059481212729,2938.3480245199066,704.4283507977044,0,3073.1323450190853,67.55043768134223
521193,2023,Q2,44,47,0,0,0,4545.1847110656045,2164.0126609556664,7501.582994239621,7459.976900611683,-87.17489515275328,116.77191770669101,0,0,0,119.10371977892702,0,0,87.17489515275328,0,5337.570334085218,0,0,3185.352872671605,2956.398283174017,3185.352872671605,228.95458949758813,2956.398283174017,901.4336970674048,0,3075.5020029529437,116.77191770669101
521193,2023,Q1,38,39,0,0,0,4146.355952062708,2007.8057225309503,7382.020857902323,7201.68684040765,-67.43241580771837,39.83280733028199,0,0,0,102.24799860281921,0,0,67.43241580771837,0,5374.2151353713725,0,0,3251.271009872829,3235.6649058396156,3251.271009872829,15.606104033213342,3235.6649058396156,885.4066980502444,0,3337.912904442435,39.83280733028199
521193,2022,YE,36,40,0,0,0,4284.7210708394705,1999.764708777189,7677.828575049694,7280.337482216102,-59.42711249505805,22.566257302659587,0,0,0,89.09315256438762,0,0,59.42711249505805,0,5678.063866272505,0,0,3539.669331743784,3393.1075042102243,3539.669331743784,146.5618275335596,3393.1075042102243,1205.9524701190037,0,3482.200656774612,22.566257302659587
521193,2022,Q3,36,39,0,0,0,4522.292782651249,2164.4028180693576,7640.9891691530065,6926.66611012071,-9.541781729585834,130.2095999906407,0,0,0,79.5749667840293,0,0,9.541781729585834,0,5476.58635108365,0,0,3335.088649389091,3118.696386501758,3335.088649389091,216.39226288733335,3118.696386501758,829.4018791365968,0,3198.271353285787,130.2095999906407
521193,2022,Q2,39,44,0,0,0,4493.0878085509385,2081.4223321478344,7116.692944222549,6512.047377929499,-4.553553782055609,158.5236177820138,0,0,0,74.55727705194548,0,0,4.553553782055609,0,5035.270612074713,0,0,3022.597114766934,2623.6051356716107,3022.597114766934,398.99197909532313,2623.6051356716107,759.347660085936,0,2698.1624127235564,158.5236177820138
521193,2022,Q1,44,51,0,0,0,4671.435781428906,2085.1036808285194,7068.347107905974,6297.149480183756,-30.675073831509497,230.30829377912193,0,0,0,70.62708620700123,0,0,30.675073831509497,0,4983.243427077456,0,0,3052.2699497033755,2396.9113264770676,3052.2699497033755,655.3586232263078,2396.9113264770676,991.3597773349792,0,2467.538412684069,230.30829377912193
595248,2024,Q2,57,54,0,0,0,568.0079278888993,512.4676113649876,996.850998613053,1297.288596726092,-9.52406718734656,78.7634701066672,0,0,0,8.984686739677233,0,0,9.52406718734656,0,484.3833870244103,0,0,580.6405063202683,428.84307072415373,580.6405063202683,151.79743559611455,428.84307072415373,67.93996566125011,0,437.82775746383095,78.7634701066672
595248,2024,Q1,52,51,0,0,0,543.3352926430912,489.0128119861229,871.009716462244,1175.627816155381,-5.703924009069535,58.89692555583608,0,0,0,8.15014321340184,0,0,5.703924009069535,0,381.9969045506727,0,0,460.3542568058968,327.6744238191528,460.3542568058968,132.67983298674397,327.6744238191528,64.8312103124169,0,335.8245670325547,58.89692555583608
595248,2023,YE,53,54,0,0,0,536.9907426581403,521.2709020535558,872.8654122724872,1275.60552938968,-9.849393287077765,67.99133363236088,0,0,0,7.622175961076353,0,0,9.849393287077765,0,351.594509898426,0,0,460.77715665779266,335.8746696143469,460.77715665779266,124.90248704344577,335.8746696143469,111.04483934111113,0,343.49684557542327,67.99133363236088
595248,2023,Q3,57,55,0,0,0,532.2930363318897,516.7334328336163,877.1866431878939,1264.233385839651,-5.584328782445386,67.01321217917017,0,0,0,7.15085745533567,0,0,5.584328782445386,0,360.453210674783,0,0,468.7344270887681,344.89360685600417,468.7344270887681,123.84082023276392,344.89360685600417,59.25297974836219,0,352.0444643113398,67.01321217917017
595248,2023,Q2,61,59,0,0,0,495.3748309863862,481.1114357888667,785.9523941200199,1277.981001292617,-11.150746902390594,81.92985195391744,0,0,0,6.043704990258485,0,0,11.150746902390594,0,304.8409583311533,0,0,375.9107261323195,290.5775631336337,375.9107261323195,85.3331629986858,290.5775631336337,56.088959187195925,0,296.6212681238922,81.92985195391744
595248,2023,Q1,65,65,0,0,0,494.63888522299106,481.10562638699054,750.4314594985291,1305.0462444746486,-18.208886710825265,107.50837622522715,0,0,0,5.133137755295327,0,0,18.208886710825265,0,269.3258331115385,0,0,342.8240767269096,255.79257427553802,342.8240767269096,87.03150245137158,255.79257427553802,62.38039355384318,0,260.9257120308333,107.50837622522715
595248,2022,YE,67,67,0,0,0,502.29884105372093,487.71298015967056,850.0031732112307,1418.5241430529097,-20.076117326342814,118.69714504471115,0,0,0,4.508223845668479,0,0,20.076117326342814,0,362.2901931359431,0,0,446.58780086241364,347.7043321575097,446.58780086241364,98.88346870490392,347.7043321575097,75.84427208347554,0,352.2125560031782,118.69714504471115
595248,2022,Q3,76,79,0,0,0,490.9517671319829,476.39754312152,885.9418983304574,1333.7607442371366,-28.363277563352632,142.74818441263423,0,0,0,3.5653481805810143,0,0,28.363277563352632,0,409.54435520893736,0,0,595.1714169754466,394.99013119847456,595.1714169754466,200.18128577697206,394.99013119847456,128.73357465562006,0,398.55547937905556,142.74818441263423
595248,2022,Q2,76,77,0,0,0,423.1157545208858,409.5698326380263,720.6034839379226,1216.037150365301,-28.29710338285569,125.46572456635398,0,0,0,3.3031557779976572,0,0,28.29710338285569,0,311.03365129989635,0,0,445.7858888119839,297.48772941703686,445.7858888119839,148.29815939494705,297.48772941703686,63.19309585584899,0,300.7908851950345,125.46572456635398
595248,2022,Q1,75,74,0,0,0,374.5889842073214,362.3259093480894,682.6083837470104,1066.9383151312347,-18.88405506236598,101.60483820962563,0,0,0,3.1641845309340733,0,0,18.88405506236598,0,320.28247439892095,0,0,430.5819085082184,308.019399539689,430.5819085082184,122.56250896852941,308.019399539689,64.37406231745562,0,311.18358407062306,101.60483820962563
071246,2025,Q1,49,53,0,0,0,759.788037270438,524.3742058192561,1255.459778890593,863.061975441366,-18.44177467338,24.320907805071002,0,0,0,11.012747712756001,0,0,18.44177467338,0,731.0855730713371,0,0,680.037171262683,495.67174162015505,680.037171262683,184.365429642528,495.67174162015505,185.941482017097,0,506.684489332911,24.320907805071002
071246,2024,YE,49,53,0,0,0,765.34536477889,528.9571861595509,1265.724980623829,865.0409704120661,-17.39650353739253,23.16174109439631,0,0,0,10.966046262272927,0,0,17.39650353739253,0,736.7677944642782,0,0,695.7862281936883,500.37961584493894,695.7862281936883,195.40661234874938,500.37961584493894,208.0054706463975,0,511.34566210721187,23.16174109439631
071246,2024,Q3,45,51,0,0,0,752.0275316343896,504.49188319329124,1248.610691512304,839.1242789699176,-17.463697448313322,13.136409585014444,0,0,0,10.737586965142242,0,0,17.463697448313322,0,744.1188083190125,0,0,696.868050159513,496.5831598779143,696.868050159513,200.28489028159873,496.5831598779143,199.47856335054925,0,507.32074684305655,13.136409585014444
071246,2024,Q2,44,50,0,0,0,759.0425759345201,504.16935242087146,1245.7549502981703,819.2214425551796,-16.24748766064702,11.490158767455089,0,0,0,9.514657786383863,0,0,16.24748766064702,0,741.5855978772988,0,0,685.7474579021223,486.7123743636502,685.7474579021223,199.03508353847207,486.7123743636502,190.61568650009704,0,496.22703215003406,11.490158767455089
071246,2024,Q1,32,43,0,0,0,731.1369447291158,481.8072188664326,1208.1263601825278,792.1490158451933,-16.328120353751967,-8.983825890109623,0,0,0,7.969197835205693,0,0,16.328120353751967,0,726.3191413160952,0,0,668.9288219986485,476.98941545341194,668.9288219986485,191.93940654523652,476.98941545341194,192.86668251594352,0,484.95861328861764,-8.983825890109623
071246,2023,YE,29,40,0,0,0,779.3690031465866,524.9790977273038,1291.4497726289935,860.4846595728992,-18.13664410634254,-11.467664453435157,0,0,0,7.30234643558574,0,0,18.13664410634254,0,766.4706749016897,0,0,700.8315220944705,512.0807694824069,700.8315220944705,188.7507526120636,512.0807694824069,179.63772231540918,0,519.3831159179927,-11.467664453435157
071246,2023,Q3,27,38,0,0,0,782.7072186599971,530.6570446496673,1325.9719879719207,860.983901625128,-17.398958088870103,-13.740333497163371,0,0,0,5.879134018037907,0,0,17.398958088870103,0,795.3149433222534,0,0,726.7250464451445,543.2647693119236,726.7250464451445,183.46027713322087,543.2647693119236,179.83145803716963,0,549.1439033299615,-13.740333497163371
071246,2023,Q2,27,40,0,0,0,779.3690031465866,535.2768964762624,1294.8848560032843,824.5168776906825,-15.230608279935971,-9.597369601055544,0,0,0,5.141448000565469,0,0,15.230608279935971,0,759.6079595270219,0,0,689.4160172584325,515.5158528566977,689.4160172584325,173.90016440173474,515.5158528566977,160.89006554812988,0,520.6573008572632,-9.597369601055544
071246,2023,Q1,43,48,0,0,0,765.3231633189547,522.9225185270776,1276.5544761751812,794.301556469968,-14.008582958062439,13.01755022751866,0,0,0,4.791233426613909,0,0,14.008582958062439,0,753.6319576481037,0,0,667.3972073429672,511.2313128562265,667.3972073429672,156.16589448674074,511.2313128562265,160.36846937415947,0,516.0225462828404,13.01755022751866
071246,2022,YE,46,51,0,0,0,835.3316749871759,569.610281943241,1377.7363184551891,862.5538972103312,-15.621890547799202,20.688225539681003,0,0,0,5.140961857556,0,0,15.621890547799202,0,808.126036511948,0,0,712.5041459614065,542.4046434680132,712.5041459614065,170.0995024933933,542.4046434680132,190.8623548987484,0,547.5456053255692,20.688225539681003
594416P,2025,Q1,63,84,0,0,0,1284.031450361514,951.883317148404,1869.891317698188,2147.5642796243283,-34.503121693884005,91.679162817771,0,0,0,1.824558558111,0,0,34.503121693884005,0,918.008000549784,0,0,1046.531474895861,585.859867336674,1046.531474895861,460.671607559187,585.859867336674,470.219476716327,0,587.684425894785,91.679162817771
594416P,2024,YE,56,80,0,0,0,1279.9230540013918,937.744782028361,1831.363322755039,2112.1465183197447,-32.17916393996633,83.56906701218651,0,0,0,1.2430873520346148,0,0,32.17916393996633,0,893.6185407266781,0,0,1005.4628054543332,551.4402687536472,1005.4628054543332,454.02253670068603,551.4402687536472,440.4829636501467,0,552.6833561056818,83.56906701218651
594416P,2024,Q3,67,83,0,0,0,1169.3218766257717,842.5646072090619,1672.362371343174,2028.2078847974933,-37.76969732857606,93.89677112071193,0,0,0,1.9822203721633047,0,0,37.76969732857606,0,829.7977641341118,0,0,968.0559552447294,503.04049471740217,968.0559552447294,465.0154605273272,503.04049471740217,390.5914847914602,0,505.02271508956545,93.89677112071193
594416P,2024,Q2,64,82,0,0,0,1225.7849199725115,846.8515787258084,1665.2935719143068,1896.6556459967708,-30.35820895401292,87.67461496944678,0,0,0,2.5332104417137824,0,0,30.35820895401292,0,818.4419931884983,0,0,937.0123683993244,439.5086519417953,937.0123683993244,497.5037164575291,439.5086519417953,351.58541950194154,0,442.04186238350906,87.67461496944678
594416P,2024,Q1,62,81,0,0,0,1189.1306415652207,808.6518403673392,1580.1387286043896,1744.938514528719,-31.527383004034665,73.75875601775117,0,0,0,1.5588987333623279,0,0,31.527383004034665,0,771.4868882370504,0,0,857.622762646411,391.008087039169,857.622762646411,466.614675607242,391.008087039169,311.53112920205865,0,392.5669857725314,73.75875601775117
594416P,2023,YE,59,79,0,0,0,1243.4927301193711,822.4975553600256,1682.2370775415384,1794.3355467016936,-30.893396246875998,68.09065482488009,0,0,0,1.676559130619175,0,0,30.893396246875998,0,859.7395221815129,0,0,904.0453914733423,438.74434742216727,904.0453914733423,465.30104405117504,438.74434742216727,317.0932169044399,0,440.42090655278645,68.09065482488009
594416P,2023,Q3,56,71,0,0,0,1301.0024339865658,850.8202276066189,1800.0432991197124,1665.4416807396913,-23.315348976477324,68.02359245965532,0,0,0,1.7510728697578049,0,0,23.315348976477324,0,949.2230715130936,0,0,977.3445566640125,499.04086513314667,977.3445566640125,478.3036915308659,499.04086513314667,356.5482417783445,0,500.7919380029045,68.02359245965532
594416P,2023,Q2,53,69,0,0,0,1278.044750957954,830.8132886478967,1778.7398210999781,1508.113371922388,-24.94719986361332,52.807886927547074,0,0,0,1.460469287117148,0,0,24.94719986361332,0,947.9265324520815,0,0,955.8398915486039,500.6950701420243,955.8398915486039,455.1448214065796,500.6950701420243,336.45188633265604,0,502.1555394291414,52.807886927547074
594416P,2023,Q1,52,70,0,0,0,1086.2240322933787,786.7235091995693,1561.9346457022205,1451.5574439161676,-20.60304887183119,47.271516109546866,0,0,0,1.4381151653755588,0,0,20.60304887183119,0,775.211136502651,0,0,871.4158251045362,475.71061340884165,871.4158251045362,395.7052116956946,475.71061340884165,366.06364626634763,0,477.1487285742172,47.271516109546866
594416P,2022,YE,56,74,0,0,0,1199.3615257459235,836.5588723338183,1674.427860753917,1606.5588723602139,-24.270315092042605,61.127694861133605,0,0,0,1.6749585406876002,0,0,24.270315092042605,0,837.8689884200987,0,0,930.1160862673736,475.0663350079935,930.1160862673736,455.0497512593801,475.0663350079935,378.1260364972076,0,476.7412935486811,61.127694861133605
505067,2024,Q2,56,76,0,0,0,1361.5952686307999,779.7589501338,1660.5604457693998,1319.1892508088001,-29.693017254599997,27.0548852868,0,0,0,28.1389737258,0,0,29.693017254599997,0,880.8014956356,0,0,669.0157391484,298.9651771386,669.0157391484,370.05056200980005,298.9651771386,166.85716942439998,0,327.10415086439997,27.0548852868
505067,2024,Q1,57,76,0,0,0,1365.8094560754,783.201618801,1667.9322471546,1338.7347600354,-28.3855075434,31.4803874322,0,0,0,27.5083314156,0,0,28.3855075434,0,884.7306283536001,0,0,675.2605287959999,302.12279107919994,675.2605287959999,373.13773771679996,302.12279107919994,160.307514297,0,329.63112249479997,31.4803874322
505067,2023,YE,57,75,0,0,0,1379.6774513055,785.638880928,1691.8223016186,1385.3603721447,-28.9323663219,31.6276750692,0,0,0,26.8794451575,0,0,28.9323663219,0,906.1834206906,0,0,682.4875231278,312.1448503131,682.4875231278,370.34267281470005,312.1448503131,187.1727079509,0,339.0242954706,31.6276750692
505067,2023,Q3,56,74,0,0,0,1436.5089256149,804.6918473859,1744.2714916763998,1402.8657170184,-26.2812429639,32.2723285695,0,0,0,19.588855923,0,0,26.2812429639,0,939.5796442905,0,0,699.839918577,307.76256606149997,699.839918577,392.0773525155001,307.76256606149997,150.1192936674,0,327.35142198449995,32.2723285695
505067,2023,Q2,57,64,0,0,0,1277.0042020766998,782.7860909214,1710.8560077785999,1427.1903403074,-29.4048100998,34.909856423099995,0,0,0,15.830831915100001,0,0,29.4048100998,0,928.0699168571999,0,0,674.3789377118999,433.8518057019,674.3789377118999,240.5271320099999,433.8518057019,112.51979329049999,0,449.682637617,34.909856423099995
505067,2023,Q1,55,63,0,0,0,1289.8190979324004,794.8271759849999,1727.5512871818003,1420.2453034763998,-26.971214812200003,34.219884574800005,0,0,0,12.791103722999999,0,0,26.971214812200003,0,932.7241111968,0,0,688.9034682459001,437.7321892494,688.9034682459001,251.17127899650006,437.7321892494,123.084633168,0,450.5232929724,34.219884574800005
505067,2022,YE,58,68,0,0,0,1311.6099862600004,809.9708751400002,1792.1522542000005,1427.3716214100002,-28.415054675000007,44.985240125000004,0,0,0,12.397208740000002,0,0,28.415054675000007,0,982.1813790600002,0,0,730.5913041350002,480.5422679400001,730.5913041350002,250.0490361950001,480.5422679400001,193.68629105000002,0,492.9394766800001,44.985240125000004
505067,2022,Q3,57,66,0,0,0,1401.3909945350003,865.5998470000002,1894.5302780250004,1376.833129945,-26.800523785000003,47.08550826000001,0,0,0,5.856406500000001,0,0,26.800523785000003,0,1028.9304310250002,0,0,763.9820077050001,493.1392834900001,763.9820077050001,270.84272421500003,493.1392834900001,169.87483121000002,0,498.9956899900001,47.08550826000001
505067,2022,Q2,58,71,0,0,0,1414.05346404,821.0176654400002,1837.3407460800001,1316.117122635,-21.738751265000005,47.85832425500001,0,0,0,8.138108405,0,0,21.738751265000005,0,1016.3230806400003,0,0,743.6246793850001,423.2872820400001,743.6246793850001,320.33739734500006,423.2872820400001,178.10480481500002,0,431.4253904450001,47.85832425500001
505067,2022,Q1,62,76,0,0,0,1381.2713674200004,796.1612389500001,1785.3634159200003,1274.4952971450002,-25.941584165000005,60.36117797500001,0,0,0,5.809325585000001,0,0,25.941584165000005,0,989.2021769700001,0,0,726.4596667650002,404.09204850000003,726.4596667650002,322.36761826500015,404.09204850000003,191.78468141000005,0,409.90137408500004,60.36117797500001
507755P,2025,Q1,62,81,0,0,0,1675.579101077571,1478.108240071407,2376.785075396187,2394.5598071558493,-116.725970264241,99.199744688121,0,0,0,1.17713455362,0,0,116.725970264241,0,898.6768353247801,0,0,1055.078779682424,701.205974318616,1055.078779682424,353.8728053638081,701.205974318616,355.808537740872,0,702.383108872236,99.199744688121
507755P,2024,YE,62,80,0,0,0,1660.2741867685236,1456.2667538219134,2456.105428932176,2384.859725182863,-118.07985966110427,115.8557412096261,0,0,0,1.2094903965742199,0,0,118.07985966110427,0,999.8386751102631,0,0,1132.2039602331272,795.8312421636525,1132.2039602331272,336.3727180694747,795.8312421636525,380.18314798982976,0,797.0407325602267,115.8557412096261
507755P,2024,Q3,65,79,0,0,0,1575.247011889356,1420.4322411278558,2385.995302277424,2317.457513138218,-54.494261756760686,129.49610512654647,0,0,0,1.2498067431266937,0,0,54.494261756760686,0,965.56306114956806,0,0,1066.8444430804748,810.748290388068,1066.8444430804748,256.0961526924068,810.748290388068,391.35077598486504,0,811.9980971311946,129.49610512654647
507755P,2024,Q2,58,78,0,0,0,1714.5131116637854,1425.5860140954806,2419.8005588616734,2193.921507910346,-36.98352857080281,91.93470892182488,0,0,0,1.3102812629554048,0,0,36.98352857080281,0,994.2145447661928,0,0,1067.2408871549076,705.287447197888,1067.2408871549076,361.95343995701955,705.287447197888,385.0076707939425,0,706.5977284608434,91.93470892182488
507755P,2024,Q1,58,78,0,0,0,1691.2438603119163,1393.0641612098182,2375.92965442149,2102.3227685431248,-36.69459475384342,93.89005172961986,0,0,0,1.5253017779019329,0,0,36.69459475384342,0,982.8654932116715,0,0,1024.5257179825612,684.6857941095737,1024.5257179825612,339.83992387298747,684.6857941095737,366.4419932065282,0,686.2110958874757,93.89005172961986
507755P,2023,YE,53,74,0,0,0,1781.3105451002607,1449.6722463159606,2528.817473391169,2163.9982065684367,-39.70092021306206,75.82518094746987,0,0,0,1.825586608896435,0,0,39.70092021306206,0,1079.1452270752088,0,0,1099.807886938351,747.5069282909084,1099.807886938351,352.3009586474426,747.5069282909084,371.6223712060894,0,749.3325148998048,75.82518094746987
507755P,2023,Q3,46,75,0,0,0,1783.709887500525,1394.3383436316137,2386.3546555320227,1993.9429511062556,-45.699276213721774,72.2783269644711,0,0,0,1.6467536349637228,0,0,45.699276213721774,0,992.0163119004088,0,0,982.5605184037167,602.6447680314977,982.5605184037167,379.915750372219,602.6447680314977,369.21557743191164,0,604.2915216664614,72.2783269644711
507755P,2023,Q2,50,76,0,0,0,1849.4161026729685,1456.0282682644856,2509.7568589195075,1898.7441979827418,-72.41245169492062,138.86380425875086,0,0,0,2.078933321967777,0,0,72.41245169492062,0,1053.7285906550221,0,0,1027.4252407390857,660.3407562465391,1027.4252407390857,367.0844844925466,660.3407562465391,370.69094946685647,0,662.4196895685068,138.86380425875086
507755P,2023,Q1,47,74,0,0,0,1813.5973482690292,1410.4109571638164,2434.1626705633676,1763.345282593937,-61.1608770849875,108.2237547249462,0,0,0,2.004419582829147,0,0,61.1608770849875,0,1023.7517133995514,0,0,987.441168317297,620.5653222943383,987.441168317297,366.8758460229586,620.5653222943383,358.3812797611548,0,622.5697418771675,108.2237547249462
