vlookup_supplier_number,eqy_year,period,chs,fhr,operating_profit,operating_profit_before_depreciation,gross_profit,capital_employed,total_shareholder_equity,total_assets,total_revenue,operating_profit_after_tax,net_profit_after_tax,net_profit_before_tax,cost_of_goods_sold,depreciation,interest_expense,other_operating_expense,total_staff_costs,company_tax_expense,total_cash_operating_expenditure,total_liabilities,total_inventories,total_term_liabilities,total_current_assets,total_current_liabilities,quick_assets,working_capital,total_debt,cash,retained_earnings,current_debt_service,cash_from_operations
505724,2024,Q2,69,82,0,0,0,10572.732,6391.844999999999,14347.836,14585.813999999998,-226.79099999999997,846.1439999999999,0,0,0,70.17299999999999,0,0,226.79099999999997,0,7955.990999999999,0,0,6106.067999999999,3775.104,6106.067999999999,2330.9639999999995,3775.104,1309.896,0,3845.2769999999996,846.1439999999999
505724,2024,Q1,70,81,0,0,0,10427.301,6144.713999999999,14362.073999999999,15518.402999999998,-366.11999999999995,737.3249999999999,0,0,0,74.241,0,0,366.11999999999995,0,8217.359999999999,0,0,6058.268999999999,3934.7729999999997,6058.268999999999,2123.4959999999996,3934.7729999999997,1054.629,0,4009.0139999999997,737.3249999999999
505724,2023,YE,68,80,0,0,0,11188.242,6351.102,15132.291,14865.305999999999,-302.58299999999997,734.9939999999999,0,0,0,76.431,0,0,302.58299999999997,0,8781.189,0,0,6509.199,3944.0489999999995,6509.199,2565.15,3944.0489999999995,1606.098,0,4020.4799999999996,734.9939999999999
505724,2023,Q3,73,83,0,0,0,11025.956999999999,6289.329,14766.887999999999,17202.21,-383.202,875.2919999999999,0,0,0,85.854,0,0,383.202,0,8477.559,0,0,6177.299999999999,3740.9309999999996,6177.299999999999,2436.3689999999997,3740.9309999999996,993.603,0,3826.7849999999994,875.2919999999999
505724,2023,Q2,70,80,0,0,0,13696.853999999998,8146.706999999999,18130.898999999998,17660.796,-352.839,1071.081,0,0,0,82.713,0,0,352.839,0,9984.192,0,0,7199.172,4434.045,7199.172,2765.1269999999995,4434.045,887.856,0,4516.758,1071.081
505724,2023,Q1,69,79,0,0,0,13578.543,8039.913,17921.499,16864.029,-301.536,1080.504,0,0,0,82.713,0,0,301.536,0,9881.586,0,0,6917.5289999999995,4342.956,6917.5289999999995,2574.5729999999994,4342.956,994.65,0,4425.669,1080.504
505724,2022,YE,69,80,0,0,0,13906.220000000001,8183.72,18523.460000000003,17223.09,-318.28000000000003,1118.3400000000001,0,0,0,85.02000000000001,0,0,318.28000000000003,0,10339.740000000002,0,0,7212.530000000001,4617.240000000001,7212.530000000001,2595.29,4617.240000000001,1458.42,0,4702.260000000001,1118.3400000000001
505724,2022,Q3,68,80,0,0,0,13364.49,7670.330000000001,17523.93,16729.32,-275.77000000000004,982.09,0,0,0,86.11,0,0,275.77000000000004,0,9853.6,0,0,7136.2300000000005,4159.4400000000005,7136.2300000000005,2976.79,4159.4400000000005,1352.69,0,4245.55,982.09
505724,2022,Q2,64,77,0,0,0,13617.370000000003,7816.39,17596.960000000003,16027.36,-248.52,791.34,0,0,0,89.38000000000001,0,0,248.52,0,9780.570000000002,0,0,7063.200000000001,3979.59,7063.200000000001,3083.6100000000006,3979.59,1515.1000000000001,0,4068.9700000000003,791.34
505724,2022,Q1,64,77,0,0,0,13972.71,7998.420000000001,18179.02,16026.27,-216.91000000000003,838.21,0,0,0,112.27000000000001,0,0,216.91000000000003,0,10180.6,0,0,7237.6,4206.31,7237.6,3031.29,4206.31,1636.0900000000001,0,4318.580000000001,838.21
032590,2024,Q2,56,78,0,0,0,643.9389749999999,531.6377669999999,737.9575739999999,523.9156859999999,-12.889457999999998,56.053988999999994,0,0,0,3.5117009999999995,0,0,12.889457999999998,0,206.319807,0,0,320.214654,94.018599,320.214654,226.196055,94.018599,163.987182,0,97.5303,56.053988999999994
032590,2024,Q1,56,78,0,0,0,647.719164,530.1468449999999,745.29828,539.191026,-13.012514999999999,54.213218999999995,0,0,0,3.4964459999999997,0,0,13.012514999999999,0,215.151435,0,0,323.627706,97.57911599999998,323.627706,226.04859,97.57911599999998,165.186225,0,101.07556199999999,54.213218999999995
032590,2023,YE,59,79,0,0,0,674.402016,551.582634,776.001849,576.291834,-15.308187,63.37700399999999,0,0,0,3.487557,0,0,15.308187,0,224.41921499999998,0,0,334.35840299999995,101.59983299999999,334.35840299999995,232.75856999999996,101.59983299999999,171.578172,0,105.08738999999998,63.37700399999999
032590,2023,Q3,59,78,0,0,0,681.111192,547.232349,789.3982139999999,594.705423,-18.997815,62.979144,0,0,0,3.3619169999999996,0,0,18.997815,0,242.16586499999997,0,0,350.03722799999997,108.287022,350.03722799999997,241.750206,108.287022,167.637264,0,111.648939,62.979144
032590,2023,Q2,60,80,0,0,0,679.2140279999999,545.9005649999999,791.4335819999999,612.880296,-19.766313,60.704012999999996,0,0,0,2.676132,0,0,19.766313,0,245.53301699999997,0,0,345.381219,112.21955399999999,345.381219,233.161665,112.21955399999999,157.96926599999998,0,114.89568599999998,60.704012999999996
032590,2023,Q1,60,79,0,0,0,671.3688569999999,538.3003919999999,782.116329,612.670896,-20.960939999999997,60.39095999999999,0,0,0,2.4499799999999996,0,0,20.960939999999997,0,243.815937,0,0,337.808268,110.74747199999999,337.808268,227.060796,110.74747199999999,150.283239,0,113.19745199999998,60.39095999999999
032590,2022,YE,61,80,0,0,0,693.1909499999999,551.78416,815.85083,639.68721,-23.066580000000002,64.93675,0,0,0,2.3892800000000003,0,0,23.066580000000002,0,264.06667000000004,0,0,355.0784,122.65988,355.0784,232.41852,122.65988,171.0319,0,125.04916,64.93675
032590,2022,Q3,61,79,0,0,0,667.8866,534.7670800000001,800.80011,629.0597100000001,-22.799530000000004,58.642,0,0,0,2.20616,0,0,22.799530000000004,0,266.03303000000005,0,0,355.77273,132.91351,355.77273,222.85922000000002,132.91351,161.21972,0,135.11967,58.642
032590,2022,Q2,42,66,0,0,0,669.5412200000001,529.68223,795.3010600000001,596.8731,11.451540000000001,-23.86446,0,0,0,2.3936400000000004,0,0,-11.451540000000001,0,265.61883000000006,0,0,303.6195,125.75984000000001,303.6195,177.85966000000002,125.75984000000001,107.62551,0,128.15348,-23.86446
032590,2022,Q1,43,71,0,0,0,620.97954,523.3940200000001,746.37314,580.09037,17.77354,-36.64253,0,0,0,2.29118,0,0,-17.77354,0,222.97912000000002,0,0,318.32905000000005,125.39360000000002,318.32905000000005,192.93545000000003,125.39360000000002,137.46862000000002,0,127.68478000000002,-36.64253
070260,2024,Q2,21,25,0,0,0,14559.372,4937.535,22399.425,19694.204999999998,-80.34299999999999,-364.08599999999996,0,0,0,531.891,0,0,80.34299999999999,0,17461.89,0,0,8343.467999999999,7840.052999999999,8343.467999999999,503.41499999999996,7840.052999999999,802.4129999999999,0,8371.944,-364.08599999999996
070260,2024,Q1,21,28,0,0,0,15225.506999999998,4879.566,22364.846999999998,19996.253999999997,-17.288999999999998,-656.982,0,0,0,540.0269999999999,0,0,17.288999999999998,0,17485.281,0,0,8199.054,7139.339999999999,8199.054,1059.7140000000009,7139.339999999999,908.1809999999999,0,7679.366999999999,-656.982
070260,2023,YE,21,27,0,0,0,15113.445,5064.339,22596.354,21009.102,-10.469999999999999,-719.289,0,0,0,557.004,0,0,10.469999999999999,0,17532.015,0,0,8009.549999999999,7482.909,8009.549999999999,526.6409999999996,7482.909,944.3939999999999,0,8039.913,-719.289
070260,2023,Q3,21,28,0,0,0,16547.835,5403.567,23556.452999999998,21279.228,-35.598,-519.312,0,0,0,547.581,0,0,35.598,0,18152.886,0,0,9084.819,7008.6179999999995,9084.819,2076.201,7008.6179999999995,1049.0939999999998,0,7556.199,-519.312
070260,2023,Q2,21,27,0,0,0,16620.077999999998,5520.830999999999,23886.257999999998,21456.171,-70.149,-381.10799999999995,0,0,0,525.5939999999999,0,0,70.149,0,18365.427,0,0,9274.326,7266.179999999999,9274.326,2008.1459999999997,7266.179999999999,1098.3029999999999,0,7791.773999999999,-381.10799999999995
070260,2023,Q1,21,28,0,0,0,16947.788999999997,5678.928,24260.036999999997,21817.386,-158.09699999999998,14.658,0,0,0,496.27799999999996,0,0,158.09699999999998,0,18581.109,0,0,9646.010999999999,7312.248,9646.010999999999,2333.762999999999,7312.248,1132.8539999999998,0,7808.526,14.658
070260,2022,YE,25,30,0,0,0,16667.190000000002,5957.9400000000005,24449.79,22677.45,-207.10000000000002,227.81000000000003,0,0,0,491.59000000000003,0,0,207.10000000000002,0,18491.850000000002,0,0,9444.85,7782.6,9444.85,1662.25,7782.6,1337.43,0,8274.19,227.81000000000003
070260,2022,Q3,48,37,0,0,0,17351.71,5722.5,25482.02,22328.65,200.56,949.3900000000001,0,0,0,477.42,0,0,-200.56,0,19759.52,0,0,10846.59,8130.31,10846.59,2716.2799999999997,8130.31,1354.8700000000001,0,8607.73,949.3900000000001
070260,2022,Q2,50,39,0,0,0,17200.2,5828.2300000000005,24962.09,21917.72,206.01000000000002,1043.13,0,0,0,463.25000000000006,0,0,-206.01000000000002,0,19133.86,0,0,10053.070000000002,7761.89,10053.070000000002,2291.180000000001,7761.89,1360.3200000000002,0,8225.140000000001,1043.13
070260,2022,Q1,47,37,0,0,0,17087.930000000004,5800.9800000000005,24657.980000000003,20573.75,265.96000000000004,935.22,0,0,0,449.08000000000004,0,0,-265.96000000000004,0,18857,0,0,9333.67,7570.05,9333.67,1763.62,7570.05,1147.77,0,8019.13,935.22
584281,2024,Q2,21,25,0,0,0,2716.3052999999995,679.6610999999999,3904.0595999999996,4592.772,93.86909999999999,-828.8549999999999,0,0,0,88.6824,0,0,-93.86909999999999,0,3224.3985,0,0,1819.0061999999998,1187.7543,1819.0061999999998,631.2518999999998,1187.7543,312.219,0,1276.4367,-828.8549999999999
584281,2024,Q1,20,35,0,0,0,3484.7504999999996,1311.4215,4693.2516,4686.9462,41.2902,-161.39789999999996,0,0,0,89.3943,0,0,-41.2902,0,3381.8300999999997,0,0,1891.9250999999997,1208.5011,1891.9250999999997,683.4239999999998,1208.5011,367.4421,0,1297.8953999999999,-161.39789999999996
584281,2023,YE,20,36,0,0,0,3530.3793000000005,1396.6979999999999,4852.3215,4947.389099999999,38.3202,-143.2296,0,0,0,92.5548,0,0,-38.3202,0,3455.6234999999997,0,0,1969.8258,1321.9421999999997,1969.8258,647.8836000000003,1321.9421999999997,382.6785,0,1414.4969999999998,-143.2296
584281,2023,Q3,51,57,0,0,0,4259.7195,1712.7873,5316.2472,5031.882,-71.7195,223.4298,0,0,0,94.6488,0,0,71.7195,0,3603.4598999999994,0,0,1974.8514,1056.5276999999999,1974.8514,918.3237000000001,1056.5276999999999,286.77329999999995,0,1151.1764999999998,223.4298
584281,2023,Q2,54,59,0,0,0,4385.568899999999,1747.0241999999998,5386.0821,5156.4749999999995,-75.9075,242.904,0,0,0,93.0783,0,0,75.9075,0,3639.0579,0,0,1995.3726,1000.5132,1995.3726,994.8593999999999,1000.5132,285.20279999999997,0,1093.5915,242.904
584281,2023,Q1,58,63,0,0,0,4503.565799999999,1745.4536999999998,5517.69,5274.786,-84.59759999999999,285.83099999999996,0,0,0,90.9843,0,0,84.59759999999999,0,3772.2363,0,0,2109.4955999999997,1014.1242,2109.4955999999997,1095.3713999999998,1014.1242,360.69149999999996,0,1105.1085,285.83099999999996
584281,2022,YE,62,65,0,0,0,4597.620000000001,1789.1260000000002,5652.849000000001,5609.903,-102.13300000000001,337.791,0,0,0,93.19500000000001,0,0,102.13300000000001,0,3863.723,0,0,2134.2200000000003,1055.229,2134.2200000000003,1078.9910000000002,1055.229,344.985,0,1148.424,337.791
584281,2022,Q3,66,67,0,0,0,4589.1179999999995,1703.452,5640.968,5759.342000000001,-115.21300000000001,395.343,0,0,0,88.29,0,0,115.21300000000001,0,3937.5160000000005,0,0,2181.09,1051.8500000000001,2181.09,1129.24,1051.8500000000001,246.558,0,1140.14,395.343
584281,2022,Q2,67,64,0,0,0,4250.128000000001,1759.914,5701.354000000001,5786.374000000001,-122.40700000000001,423.356,0,0,0,86.655,0,0,122.40700000000001,0,3941.4400000000005,0,0,2280.0620000000004,1451.226,2280.0620000000004,828.8360000000002,1451.226,294.191,0,1537.881,423.356
584281,2022,Q1,67,64,0,0,0,4349.754000000001,1821.8260000000002,5822.562000000001,5715.96,-136.686,441.995,0,0,0,84.91100000000002,0,0,136.686,0,4000.7360000000003,0,0,2330.42,1472.8080000000002,2330.42,857.6119999999999,1472.8080000000002,356.75700000000006,0,1557.7190000000003,441.995
510176,2024,Q2,66,87,0,0,0,2474.92702152,2441.1046220099997,2784.83590602,2367.7101219599995,-74.66857730999999,423.01176308999993,0,0,0,0,0,0,74.66857730999999,0,343.73129417999996,0,0,1102.30987545,309.90888449999994,1102.30987545,792.40099095,309.90888449999994,264.66606314999996,0,309.90888449999994,423.01176308999993
510176,2024,Q1,66,88,0,0,0,2449.75300695,2416.7619744299996,2759.3392176899997,2378.4364921499996,-78.89710059,446.51967740999993,0,0,0,0,0,0,78.89710059,0,342.57724325999993,0,0,1090.8288099,309.58621074,1090.8288099,781.2425991599998,309.58621074,253.23760700999998,0,309.58621074,446.51967740999993
510176,2023,YE,66,88,0,0,0,2449.8005127899996,2421.2053722899996,2734.1751148499998,2407.27814688,-80.17706129999999,448.53822369,0,0,0,0,0,0,80.17706129999999,0,312.96974256,0,0,1044.63184305,284.37460206,1044.63184305,760.2572409900001,284.37460206,237.07746594,0,284.37460206,448.53822369
510176,2023,Q3,65,87,0,0,0,2391.2572669799997,2375.07113907,2678.5598254799997,2307.30554034,-70.05369158999999,416.3158878,0,0,0,0,0,0,70.05369158999999,0,303.48868640999996,0,0,1105.05806601,287.3025585,1105.05806601,817.7555075099999,287.3025585,272.88341060999994,0,287.3025585,416.3158878
510176,2023,Q2,64,86,0,0,0,2314.96418829,2299.15894851,2604.00112323,2221.22979621,-63.51162726,382.73920505999996,0,0,0,0,0,0,63.51162726,0,304.84218519,0,0,1073.4958322100001,289.03693494,1073.4958322100001,784.4588972700001,289.03693494,248.83588319999998,0,289.03693494,382.73920505999996
510176,2023,Q1,63,85,0,0,0,2236.7240141699995,2223.04866555,2547.7151884799996,2095.5376032599997,-56.135721659999994,344.26090805999996,0,0,0,0,0,0,56.135721659999994,0,324.66652293,0,0,1052.27812593,310.99117430999996,1052.27812593,741.2869516200001,310.99117430999996,225.57841151999997,0,310.99117430999996,344.26090805999996
510176,2022,YE,63,85,0,0,0,2263.5781153000003,2251.7141738000005,2536.6806128000003,2091.6642636,-55.5526348,347.4455224,0,0,0,0,0,0,55.5526348,0,284.966439,0,0,1034.0310942,273.1024975,1034.0310942,760.9285967000001,273.1024975,234.0825576,0,273.1024975,347.4455224
510176,2022,Q3,63,85,0,0,0,2230.3126778,2217.1097694,2519.3421354,2011.2154620000003,-51.0908942,345.27756690000007,0,0,0,0,0,0,51.0908942,0,302.232366,0,0,1078.3623752,289.02945760000006,1078.3623752,789.3329176,289.02945760000006,242.99775480000002,0,289.02945760000006,345.27756690000007
510176,2022,Q2,63,85,0,0,0,2178.1277506,2165.3661832000003,2490.0551107,1908.7140856,-50.793683900000005,349.64252640000007,0,0,0,0,0,0,50.793683900000005,0,324.68892750000003,0,0,1081.1565357,311.92736010000004,1081.1565357,769.2291756,311.92736010000004,293.6159923,0,311.92736010000004,349.64252640000007
510176,2022,Q1,65,87,0,0,0,2115.8636588,2102.576101,2376.6169141,1870.1084983,-53.9609187,365.0137282,0,0,0,0,0,0,53.9609187,0,274.04081310000004,0,0,1041.5290843,260.75325530000003,1041.5290843,780.7758289999999,260.75325530000003,304.8821669,0,260.75325530000003,365.0137282
580167,2024,Q2,50,55,0,0,0,4150.9872,619.9631999999999,5427.423899999999,6360.4196999999995,-37.5273,2.2374,0,0,0,201.2643,0,0,37.5273,0,4807.4607,0,0,2141.1918,1276.4366999999997,2141.1918,864.7551000000003,1276.4366999999997,528.7383,0,1477.7009999999998,2.2374
580167,2024,Q1,46,52,0,0,0,4205.8035,631.9637999999999,5462.4087,6297.772499999999,-25.424999999999997,-8.136,0,0,0,203.60339999999997,0,0,25.424999999999997,0,4830.4448999999995,0,0,2128.7843999999996,1256.6051999999997,2128.7843999999996,872.1791999999998,1256.6051999999997,477.78659999999996,0,1460.2085999999997,-8.136
580167,2023,YE,42,50,0,0,0,4349.9709,633.3303,5608.0461,6365.2365,-9.5277,-35.1792,0,0,0,211.17989999999998,0,0,9.5277,0,4974.715799999999,0,0,2100.9102,1258.0751999999998,2100.9102,842.835,1258.0751999999998,544.3353,0,1469.2550999999999,-35.1792
580167,2023,Q3,46,55,0,0,0,4424.9361,642.5439,5732.325,6291.6323999999995,-7.7478,-0.6282,0,0,0,202.9086,0,0,7.7478,0,5089.7811,0,0,2239.7423999999996,1307.3889,2239.7423999999996,932.3534999999997,1307.3889,644.5332,0,1510.2975,-0.6282
580167,2023,Q2,53,58,0,0,0,4474.668599999999,675.1055999999999,5766.247799999999,6274.1475,-3.8739,45.3351,0,0,0,196.6266,0,0,3.8739,0,5091.1422,0,0,2208.7511999999997,1291.5792,2208.7511999999997,917.1719999999998,1291.5792,535.1217,0,1488.2058,45.3351
580167,2023,Q1,55,59,0,0,0,4454.8803,650.9199,5709.186299999999,6135.5247,1.047,60.9354,0,0,0,188.7741,0,0,-1.047,0,5058.2663999999995,0,0,2098.7115,1254.3059999999998,2098.7115,844.4055000000001,1254.3059999999998,487.58789999999993,0,1443.0801,60.9354
580167,2022,YE,56,60,0,0,0,4654.409,683.757,5961.646,6324.616,-2.18,70.087,0,0,0,190.205,0,0,2.18,0,5277.889000000001,0,0,2172.806,1307.237,2172.806,865.569,1307.237,557.5350000000001,0,1497.442,70.087
580167,2022,Q3,50,56,0,0,0,4867.1770000000015,530.2850000000001,6190.764000000001,6152.832,4.796000000000001,4.469,0,0,0,192.603,0,0,-4.796000000000001,0,5660.479000000001,0,0,2240.4950000000003,1323.587,2240.4950000000003,916.9080000000004,1323.587,514.807,0,1516.19,4.469
580167,2022,Q2,46,53,0,0,0,4964.95,511.428,6287.883,5801.743,13.407000000000002,-27.032000000000004,0,0,0,197.94400000000002,0,0,-13.407000000000002,0,5776.455000000001,0,0,2240.8220000000006,1322.9330000000002,2240.8220000000006,917.8890000000004,1322.9330000000002,546.5260000000001,0,1520.8770000000002,-27.032000000000004
580167,2022,Q1,45,53,0,0,0,4982.717000000001,528.105,6240.250000000001,5632.793000000001,11.445,-34.553000000000004,0,0,0,205.79200000000003,0,0,-11.445,0,5712.145,0,0,2224.581,1257.5330000000001,2224.581,967.048,1257.5330000000001,577.591,0,1463.3250000000003,-34.553000000000004
142060,2024,Q2,75,68,0,0,0,4296.824999999999,2350.287,8146.169999999999,10746.639,-152.54999999999998,637.659,0,0,0,104.75099999999999,0,0,152.54999999999998,0,5795.883,0,0,3765.9509999999996,3849.345,3765.9509999999996,-83.39400000000023,3849.345,414.936,0,3954.096,637.659
142060,2024,Q1,71,65,0,0,0,4745.322,2483.5139999999997,8465.508,10777.149,-138.31199999999998,550.197,0,0,0,101.69999999999999,0,0,138.31199999999998,0,5981.994,0,0,4079.1869999999994,3720.1859999999997,4079.1869999999994,359.00099999999975,3720.1859999999997,578.673,0,3821.8859999999995,550.197
142060,2023,YE,68,61,0,0,0,4498.959,2690.79,8723.604,10967.324999999999,-128.78099999999998,511.98299999999995,0,0,0,97.371,0,0,128.78099999999998,0,6032.813999999999,0,0,4160.777999999999,4224.6449999999995,4160.777999999999,-63.86700000000019,4224.6449999999995,521.406,0,4322.016,511.98299999999995
142060,2023,Q3,69,62,0,0,0,4330.392,2602.8419999999996,8362.389,10531.773,-196.83599999999998,438.693,0,0,0,91.089,0,0,196.83599999999998,0,5759.547,0,0,4061.3129999999996,4031.997,4061.3129999999996,29.315999999999804,4031.997,497.325,0,4123.086,438.693
142060,2023,Q2,66,60,0,0,0,4400.541000000001,2677.1789999999996,8333.073,10223.955,-175.896,409.37699999999995,0,0,0,81.666,0,0,175.896,0,5655.893999999999,0,0,4081.2059999999997,3932.5319999999997,4081.2059999999997,148.67399999999998,3932.5319999999997,497.325,0,4014.198,409.37699999999995
142060,2023,Q1,65,56,0,0,0,4874.832,2765.127,8569.695,9643.917,-184.272,436.599,0,0,0,69.10199999999999,0,0,184.272,0,5804.567999999999,0,0,4251.866999999999,3694.863,4251.866999999999,557.0039999999995,3694.863,746.511,0,3763.9649999999997,436.599
142060,2022,YE,67,59,0,0,0,4441.75,2862.34,8411.53,9637.78,-194.02,463.25000000000006,0,0,0,65.4,0,0,194.02,0,5549.1900000000005,0,0,4048.26,3969.78,4048.26,78.48000000000002,3969.78,647.46,0,4035.1800000000003,463.25000000000006
142060,2022,Q3,66,58,0,0,0,4224.84,2715.19,7994.06,9402.34,-177.67000000000002,418.56000000000006,0,0,0,59.95,0,0,177.67000000000002,0,5278.870000000001,0,0,3909.8300000000004,3769.2200000000003,3909.8300000000004,140.61000000000013,3769.2200000000003,526.47,0,3829.17,418.56000000000006
