,Vlookup Supplier #,accountsPayable,accountsReceivable,bankCashBalances,bankOverdraft,debitOwnedWithinOneYear,financialAssets,fixedAssets,intangibleAssets,otherCurrentAssets,otherCurrentLiabilities,otherEquity,otherTermAssets,otherTermLiabilities,prepayments,retainedEarnings,subscribedCapital,termLoans,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalInventories,totalLiabilities,totalShareholderEquity,totalTermAssets,totalTermLiabilities,accountPayableAccrualFromCashFlow,capitalExpenditure,changeInInventoriesFromCashFlow,netChangeInCashAndCashEquivalents,netFundingCashFlow,netInvestingCashFlow,unbilledAccountsReceivableRevenueFromCashFlow,currency,financialDate,period,abnormalItems,amortization,companyTaxExpense,costOfGoodsSold,depreciation,earningsBeforeInterestAndTax,grossProfit,interestExpense,interestReceived,investmentIncome,netInvestmentIncome,netProfitAfterTax,netProfitAfterTaxAndMinorityInterests,netProfitBeforeTax,netSurplus,otherIncome,otherInvestmentExpense,otherOperatingExpense,totalOperatingExpense,totalOperatingRevenue,totalStaffCosts,salesRevenue,RRID,id,eqyYear,CHS,FHR
2745,591457,8.046136,44.65951,0.730539,0.0,79.159088,,168.615486,1.416499,7.120763,43.095212,0.071524,0.366211,11.905206,,79.126286,20.455632,55.39772,306.096039,135.697843,130.300436,83.187031,206.442597,99.653442,170.398196,76.142161,-10.446713,-41.883162,5.122708,-2.371102,20.421128,-41.915493,-0.808335,USD,2019-12-31,YE,,,3.421753,261.451844,11.35825,19.378731,101.540063,4.155149,,,-4.503435,11.453543,11.453543,14.875296,11.453543,0.0,0.348286,70.803082,82.161332,362.991907,,362.991907,JqkevVA,2019YE,2019,43,37
2746,111460,,4.980901,4.900387,0.0,0.755804,,27.584286,0.042175,0.047482,8.74253,0.0,0.0,8.127384,0.132465,4.808624,16.38452,1.215861,40.034723,12.408262,9.498334,2.347027,18.841579,21.193144,27.626461,9.343245,,-0.901328,0.056535,1.157207,-3.265598,-0.936958,-0.504117,USD,2024-03-31,YE,,0.030245,0.88274,46.276135,5.028321,3.180239,11.669768,0.093671,0.096749,0.043094,0.008867,2.306366,2.306366,3.189106,2.306366,0.0,0.037305,3.430963,8.489529,57.945903,,57.945903,DgnLxpA,2024YE,2024,57,71
2747,111460,,4.476784,3.74318,0.0,3.265547,,31.711279,0.03679,0.048389,7.815037,0.0,0.0,9.778979,0.1071,2.502258,16.38452,1.972359,42.527084,10.779015,11.080584,2.403562,23.640306,18.886778,31.748069,12.559722,,-7.953196,0.120922,1.509385,-0.870166,-7.99004,-1.227599,USD,2023-03-31,YE,,0.02573,-0.164262,,4.928589,-0.623697,,0.159414,0.045477,0.286817,0.142775,-0.31666,-0.31666,-0.480922,-0.31666,0.0,0.030105,35.943864,40.898183,40.274486,,40.274486,DgnLxpA,2023YE,2023,21,47
2748,111460,,3.249185,2.233795,0.0,3.546648,,28.716777,0.025676,0.8767,7.724267,0.0,0.0,3.657604,0.11958,2.818918,16.38452,2.680752,37.746197,9.003744,11.270915,2.524484,18.542759,19.203438,28.742453,7.271844,,-4.072277,-1.351083,-6.869413,2.377204,-4.070289,-0.057877,USD,2022-03-31,YE,,0.026105,-0.273707,,4.901567,-1.621422,,0.082194,0.0009,0.574917,0.493623,-0.854092,-0.854092,-1.127799,-0.854092,0.0,0.0,33.303755,38.231427,36.610005,,36.610005,DgnLxpA,2022YE,2022,19,27
2749,111460,3.015123,3.72676,9.103208,,0.125,,29.648449,0.0,0.331302,16.89435,16.38452,0.0,0.0,,3.973009,0.0,3.494316,43.886318,14.237869,20.034473,1.076599,23.528789,20.357529,29.648449,3.494316,-1.088773,,-0.06542209,,,,-1.486696,USD,2021-03-31,YE,0.0,,0.083495,15.995796,1.209269,0.34525879,9.001874,0.027939,,0.0,-0.027939,0.23382479,0.23382479,0.31731979,0.23382479,0.033706,0.0,1.255187,8.69032121,25.031376,6.22586521,24.99767,DgnLxpA,2021YE,2021,25,60
2750,111460,4.103896,2.240064,6.655222,,0.0,,15.615921,0.0,0.510108,1.256018,16.38452,0.12581,0.674685,,3.739183,0.0,0.0,26.15830191,10.41657091,5.359914,1.01117691,6.034599,20.123703,15.741731,0.674685,1.056646,,0.06208909,,,,0.866475,USD,2020-03-31,YE,0.0,,0.286352,19.859071,1.113729,1.21426961,10.703339,0.0,,0.0,-0.119799,0.80811861,0.80811861,1.09447061,0.80811861,0.0,0.119799,1.287495,9.48906939,30.56241,7.08784539,30.56241,DgnLxpA,2020YE,2020,32,66
2751,111460,3.04725,3.106539,4.874649,,0.0,,9.66587,0.0,0.236428,2.090852,9.38452,0.007186,0.679138,,3.762178,0.0,0.0,18.963938,9.290882,5.138102,1.073266,5.81724,13.146698,9.673056,0.679138,0.401176,,-0.021189,,,,0.297033,USD,2019-03-31,YE,0.0,,0.278269,24.7008,1.124594,1.556905,11.443893,0.0,,0.0,0.0,1.278636,1.278636,1.556905,1.278636,0.038096,0.0,1.548269,9.925084,36.182789,7.252221,36.144693,DgnLxpA,2019YE,2019,56,76
2752,111460,3.0701142,3.17515402,2.670531931,,0.0,,17.11103832,0.000978212,0.229734715,4.701864763,0.0,0.0,4.713241172,,2.716681443,9.091209617,0.0,24.2931112,7.181094666,7.771978963,1.105674,12.48522014,11.80789106,17.11201653,4.713241172,-0.74402382,,-0.04803357,,,,-0.19950673,USD,2017-03-31,YE,0.0,,0.277718257,23.36285426,0.764018107,0.8670675,10.09607016,0.0,,0.197401187,0.197401187,0.78675043,0.78675043,1.064468687,0.78675043,0.0,0.0,1.268599271,9.22900266,33.45892442,7.196385282,33.45892442,DgnLxpA,2018YE,2018,37,57
2753,111460,3.368346312,3.001433227,4.277251848,,0.0,,15.29896162,0.001002278,0.497356775,4.359087479,0.0,0.0,4.350002734,,3.883537127,8.07656388,0.0,24.03753753,8.737573629,7.727433791,0.961531779,12.07743653,11.96010101,15.2999639,4.350002734,0.192082312,,0.197240221,,,,0.979304773,USD,2016-03-31,YE,0.0,,0.382802146,21.14317593,1.113045165,1.454734806,10.86821011,0.0,,0.046771238,0.046771238,1.118703898,1.118703898,1.501506044,1.118703898,0.0,0.0,1.431404501,9.413475304,32.01138604,6.869025638,32.01138604,DgnLxpA,2016YE,2016,52,70
2754,111460,4.233303,4.508482,4.055569,,0.0,,10.454936,0.027479,0.217238,0.598367,0.0,0.0,0.319899,,3.604453,12.1004,0.0,20.856422,10.374007,4.83167,1.592718,5.151569,15.704853,10.482415,0.319899,0.139162,,-0.635309,,,,0.224311,USD,2015-03-31,YE,0.0,,0.951807373,31.129599,1.543065213,3.16028564,17.76202744,0.0,,1.038376787,1.038376787,3.246855054,3.246855054,4.198662427,3.246855054,0.0,0.0,2.182654347,14.6017418,48.89162644,10.87602224,48.89162644,DgnLxpA,2015YE,2015,72,88
2755,111460,4.094141,4.732793,2.922485,,0.0,,10.640753,0.0,0.989045,1.831202,0.0,0.0,0.0,,2.216742,12.1004,0.0,20.242485,9.601732,5.925343,0.957409,5.925343,14.317142,10.640753,0.0,1.096724,,0.01771,,,,-0.845525,USD,2014-03-31,YE,0.0,,0.013533,26.752277,1.272983,1.180942,13.922959,0.018302,,0.389793,0.371491,1.5389,1.5389,1.552433,1.5389,0.0,0.0,1.709384,12.742017,40.675236,9.75965,40.675236,DgnLxpA,2014YE,2014,52,71
2756,200410,,,277.764,,0.0,,,,322.546,261.503,612.329,292.287,18.765,,,0.0,0.0,892.597,600.31,261.503,,280.268,612.329,292.287,18.765,,,,,,,,USD,2024-03-31,YE,,,0.0,,25.298,6.134,,0.0,,6.921,6.921,13.055,13.055,13.055,13.055,0.0,0.0,1827.749,1853.047,1859.181,,1859.181,JVvdKxJ,2024YE,2024,32,65
2757,200410,,,257.016,0.0,0.0,,,,315.362,227.972,599.614,274.533,19.325,,,0.0,0.0,846.911,572.378,227.972,,247.297,599.614,274.533,19.325,,,,,,,,USD,2023-03-31,YE,,,0.0,,25.471,-19.156,,0.0,,7.319,7.319,-11.837,-11.837,-11.837,-11.837,0.0,0.0,1574.96,1600.431,1581.275,,1581.275,JVvdKxJ,2023YE,2023,24,58
2758,200410,181.4027473,126.9591566,223.8289784,,0.0,,233.6760203,0.0,72.99782628,39.65019165,57.58149061,33.6643964,20.99640864,,511.4066268,21.54081499,0.0,832.57828,565.2378633,221.052939,141.451902,242.0493476,590.5289324,267.3404167,20.99640864,-27.98205011,,-25.24236528,,,,-5.81729879,USD,2022-03-31,YE,0.0,,2.38298136,1072.922848,28.23584969,1.73591347,368.016833,0.0,,4.69515803,4.69515803,4.04809014,4.04809014,6.4310715,4.04809014,0.0,0.0,35.85676584,366.2809195,1440.939681,302.188304,1440.939681,JVvdKxJ,2022YE,2022,32,60
2759,200410,209.3847974,121.1418578,353.7993671,,0.0,,177.9658673,0.0,56.31982374,39.15753213,57.47986618,65.91725633,20.52385089,,543.2668471,21.54081499,0.0,891.353709,647.4705853,248.5423295,116.2095367,269.0661804,622.2875283,243.8831236,20.52385089,2.56732721,,-5.616356319,,,,-4.61962447,USD,2021-03-31,YE,0.0,,5.707483708,1219.382008,34.94742567,33.48822761,413.118158,0.366189417,,5.815717018,5.449527601,33.2302715,33.2302715,38.93775521,33.2302715,0.0,0.0,36.79768812,379.6299304,1632.500166,307.8848166,1632.500166,JVvdKxJ,2021YE,2021,49,79
2760,200410,206.8174702,116.5222333,357.9765287,,0.0,,192.5189259,0.0,54.77773123,39.74599525,57.37596962,66.29546891,21.67906967,,551.5247509,21.54081499,0.0,898.6840684,639.8696736,246.5634655,110.5931804,268.2425351,630.4415355,258.8143948,21.67906967,-18.82066981,,-9.78700707,,,,65.12003099,USD,2020-03-31,YE,0.0,,17.73314936,1306.66764,36.00664696,89.5221789,473.375834,0.3671597,,6.44202256,6.07486286,77.8638924,77.8638924,95.59704176,77.8638924,0.0,0.0,40.46995624,383.8536551,1780.043474,307.3770519,1780.043474,JVvdKxJ,2020YE,2020,69,90
2761,200410,225.63814,181.6422643,285.0735436,,1.25581908,,218.7256402,0.0,40.65098459,38.80239795,58.57858611,47.74768444,19.04863046,,509.7819022,21.54081499,0.0,874.6462904,608.1729658,265.696357,100.8061733,284.7449875,589.9013033,266.4733246,19.04863046,-15.27189102,,-9.471838328,,,,21.29984268,USD,2019-03-31,YE,0.0,,15.38653446,1438.694558,36.4544673,80.67308949,494.485215,0.97713233,,10.37744232,9.40030999,74.68686502,74.68686502,90.07339948,74.68686502,0.0,0.0,48.05191241,413.8121255,1933.179773,329.3057458,1933.179773,JVvdKxJ,2019YE,2019,68,88
2762,200410,240.910031,202.942107,229.598951,,1.355701,,238.436937,61.459416,40.025454,73.928155,57.291,0.0,32.45404,,436.317458,21.540815,0.0,863.7972,563.900847,316.193887,91.334335,348.647927,515.149273,299.896353,32.45404,16.940675,,-8.982988,,,,-17.79591,USD,2018-03-31,YE,0.0,,14.56693587,1536.634176,36.28512282,30.44299809,418.312624,0.973211,,1.14608437,0.17287337,16.04893559,16.04893559,30.61587146,16.04893559,5.63875908,0.0,50.45849447,393.508385,1960.585559,306.7647677,1954.9468,JVvdKxJ,2018YE,2018,47,76
2763,200410,223.9693558,185.146197,244.0993275,,1.30952743,,252.7610969,55.37990573,66.95945649,72.08853892,57.40888857,0.0,25.1438227,,485.2363821,21.54081499,0.0,886.6973302,578.5563275,297.3674222,82.35134655,322.5112449,564.1860857,308.1410026,25.1438227,-15.89019899,,-3.50478412,,,,-14.79421403,USD,2017-03-31,YE,0.0,,30.01889612,1398.653612,34.24046309,116.5855462,501.910625,0.957809,,0.34186206,-0.76556394,85.80108616,85.80108616,115.8199823,85.80108616,4.082301,0.149617,51.74486949,389.4073798,1904.646538,303.4220472,1900.564237,JVvdKxJ,2017YE,2017,77,92
2764,200410,239.8595548,170.3519829,192.756698,,1.26789683,,256.6894703,38.9710994,70.24127678,38.4777256,57.19786151,0.0,25.12932851,,424.3839076,21.54081499,0.0,807.8570898,512.1965201,279.6051772,78.84656244,304.7345057,503.1225841,295.6605697,25.12932851,18.65087726,,2.00673935,,,,12.87570115,USD,2016-03-31,YE,0.0,,29.83203482,1489.470726,33.28892145,114.9416187,516.004209,1.30506159,,1.14611797,-0.15894362,84.95064025,84.95064025,114.7826751,84.95064025,,0.0,68.05355826,401.0625903,2005.474935,299.7201106,2005.474935,JVvdKxJ,2016YE,2016,80,93
2765,200410,221.2086775,183.2276841,144.828452,,1.23133399,,236.5556578,37.99402265,51.43661194,38.42245304,53.42981792,0.0,35.36080872,,363.7018241,21.54081499,0.0,734.8957303,460.3460498,260.8624645,80.85330179,296.2232733,438.672457,274.5496805,35.36080872,5.038146022,,10.77762545,,,,-16.26007473,USD,2015-03-31,YE,0.0,,40.61418739,1406.04537,29.94416419,122.2164566,484.749176,1.15047985,,0.49048606,-0.65999379,80.94227538,80.94227538,121.5564628,80.94227538,8.78949597,0.0,55.25896002,371.3222154,1899.584042,286.1190912,1890.794546,JVvdKxJ,2015YE,2015,82,93
2766,110480,9.259967,14.694516,5.169543,0.0,30.677967,1.315449,34.883594,,4.917583,13.414174,15.886146,0.0,1.087627,0.361862,,0.0,1.2,71.525881,35.326838,53.352108,10.183334,55.639735,15.886146,36.199043,2.287627,-1.564272,-1.659011,0.515335,-0.306721,-1.08,-1.52139,-1.04752,USD,2024-03-31,YE,,,0.091551,150.200295,5.381045,2.803779,20.359874,2.864264,,0.226686,-2.637578,0.07465,0.07465,0.166201,0.07465,0.0,0.0,12.17505,17.556095,170.560169,,170.560169,aNn7bda,2024YE,2024,32,21
2767,110480,10.42944031,13.11055851,14.63933508,0.0,39.00916605,1.3154494,38.09658319,,2.73538096,11.50055314,0.0,0.0,0.0,0.32737318,-24.43702338,39.9443,5.18469848,81.631135,42.219102,60.93916,11.40645428,66.123858,15.507277,39.412033,5.184698,,,,,,,,USD,2023-09-30,Q2,,,2.471,148.3995565,6.9292145,-6.497085,13.000833,2.458979,,0.276293,-2.187072,-11.155157,-11.155157,-8.684157,-11.155157,0.0,0.004386,12.5687025,19.497917,161.400389,,161.400389,aNn7bda,2024Q2,2024,24,19
2768,110480,10.810457,14.239243,5.476264,0.0,39.290807,1.315449,39.173657,,3.27584,4.10212,15.811496,0.0,1.541257,0.237015,,0.0,2.86,74.416137,33.927031,54.203384,10.698669,58.604641,15.811496,40.489106,4.401257,-1.796368,-4.048335,2.075097,1.078777,0.82,-4.040835,-2.780206,USD,2023-03-31,YE,,,4.942,147.712275,6.408557,-15.338011,3.907945,1.833326,,0.411452,-1.421874,-21.701885,-21.701885,-16.759885,-21.701885,0.0,0.0,12.837399,19.245956,151.62022,,151.62022,aNn7bda,2023YE,2023,24,15
2769,110480,10.849585,14.635485,3.392076,,33.7,,43.749679,0.0,3.797256,4.486975,0.359443,27.854748,0.0,,6.178166,39.584857,7.670941,102.829967,31.22554,49.03656,9.400723,56.707501,46.122466,71.604427,7.670941,2.560846,,-2.518349,,,,-1.429276,USD,2022-03-31,YE,0.0,,-2.407494,78.861369,4.736547,-10.465005,33.819363,0.414228,,0.0,-0.414228,-8.471739,-8.471739,-10.879233,-8.471739,,0.0,8.773557,44.284368,112.680732,30.774264,112.680732,aNn7bda,2022YE,2022,20,26
2770,110480,6.509477,6.679409,3.811888,,33.02,,39.083977,23.278749,10.751074,5.884707,0.309443,1.777001,0.0,,7.150069,34.634857,7.979345,95.487898,31.348171,45.414184,10.1058,53.393529,42.094369,64.139727,7.979345,-1.85644,,-1.420289,,,,4.885396,USD,2021-03-31,YE,0.0,,-4.179,70.45014,4.838717,-5.017414,33.715569,0.427247,,0.091603,-0.335644,-1.174058,-1.174058,-5.353058,-1.174058,0.0,0.0,5.666213,38.732983,104.165709,28.228053,104.165709,aNn7bda,2021YE,2021,21,27
2771,110480,6.15968,7.020816,2.161899,,23.894399,,30.185695,23.278479,7.667131,1.774335,0.309443,9.675653,0.799,,15.823964,34.634857,2.652014,86.047692,22.907865,31.828414,6.058019,35.279428,50.768264,63.139827,3.451014,-2.290095,,0.281859,,,,2.726754,USD,2020-03-31,YE,0.0,,-0.353818,81.497282,4.99079218,1.25616812,43.234227,0.628084,,0.275374,-0.35271,1.25727612,1.25727612,0.90345812,1.25727612,0.0,0.0,6.52653379,41.97805888,124.731509,30.46073291,124.731509,aNn7bda,2020YE,2020,31,40
2772,110480,7.197511,9.223467,2.292782,,17.464,,32.754486,30.138882,1.763105,2.126161,0.309443,6.143007,4.430615,,17.547316,34.634857,2.524406,86.234309,17.197934,26.787672,3.91858,33.742693,52.491616,69.036375,6.955021,0.035528,,0.831495,,,,-0.855746,USD,2017-03-31,YE,0.0,,-1.252,85.484675,4.852664,3.09169,44.015164,0.25253,,0.019669,-0.232861,4.110829,4.110829,2.858829,4.110829,0.0,0.0,8.365512,40.923474,129.499839,27.705298,129.499839,aNn7bda,2018YE,2018,41,49
2773,110480,7.161983,8.367721,2.134182,,28.205535,,33.536146,23.278749,10.319985,2.902047,0.309425,12.514202,6.326556,,16.278139,30.634875,3.0825,94.90106,25.571963,38.269565,4.750075,47.678621,47.222439,69.329097,9.409056,-1.549345,,-0.610297,,,,3.719844,USD,2016-03-31,YE,0.0,,1.072,86.607554,5.109858,5.18642062,45.600001,0.256331,,0.201418,-0.054913,4.05950762,4.05950762,5.13150762,4.05950762,0.0,0.0,7.202837,40.41358038,132.207555,28.10088538,132.207555,aNn7bda,2016YE,2016,43,46
2774,110480,8.074298,11.853891,1.845653,,26.31,,33.310541,23.278749,5.420643,3.167367,0.309443,12.003141,6.976264,,14.768092,30.634857,3.0975,93.337821,24.74539,37.551665,5.625203,47.625429,45.712392,68.592431,10.073764,0.16506555,,-1.53298222,,,,-2.42803228,USD,2015-03-31,YE,0.0,,1.489,85.30080881,4.8890657,5.35015632,43.57448949,0.268339,,0.04926024,-0.21907876,3.64207756,3.64207756,5.13107756,3.64207756,0.0,0.0,8.043138,38.22433317,128.8752983,25.29212947,128.8752983,aNn7bda,2015YE,2015,42,46
2775,110480,7.90923245,9.42585872,2.09570114,,21.7,,34.7632989,16.6817494,7.11490358,1.93868225,0.212443,0.0,0.0,,11.08543359,21.031857,10.29608423,74.17373252,22.72868422,31.5479147,4.09222078,41.84399893,32.32973359,51.4450483,10.29608423,0.0,,0.0,,,,0.0,USD,2014-03-31,YE,0.0,,1.491,84.15885595,3.75859328,4.40678055,38.19337935,0.32255405,,0.2032069,-0.11934715,2.7964334,2.7964334,4.2874334,2.7964334,0.0,0.0,6.8298774,33.7865988,122.3522353,23.19812812,122.3522353,aNn7bda,2014YE,2014,43,43
2776,104479,24.161642,16.844454,0.0,1.723739,90.068508,,17.342621,,8.462771,6.583815,0.0,0.006665,0.0,,-89.592331,23.0,0.0,55.945372,38.596086,122.537704,13.288861,122.537704,-66.592331,17.349286,0.0,,,,,,,,USD,2024-03-31,YE,,,-1e-06,165.074161,,-15.990201,-7.791143,4.734803,,0.64187,-4.092933,-20.083133,-20.083133,-20.083134,-20.083133,0.0,0.0,8.199058,8.199058,157.283018,,157.283018,aK4k2xA,2024YE,2024,16,13
2777,104479,21.956763,14.506308,0.223831,,90.349596,,20.574332,,2.719801,3.201782,0.0,0.005823,0.0,,-87.63412,23.0,0.0,50.874019,30.293864,115.508141,12.843924,115.508141,-64.63412,20.580155,0.0,,,,,,,,USD,2023-12-31,Q3,,,2.5e-05,178.3825705,2.63922175,-18.724925,-10.788637,4.34921475,,1.11749325,-3.231722,-21.956671,-21.956671,-21.956646,-21.956671,0.0,0.0,5.29706625,7.936288,167.593934,,167.593934,aK4k2xA,2024Q3,2024,17,13
2778,104479,24.897618,10.384867,0.0,1.863133,76.510518,,19.234147,,13.581323,2.731618,0.0,0.007776,0.0,,-85.794772,23.0,0.0,43.208113,23.96619,106.002887,,106.002887,-62.794772,19.241923,0.0,,,,,,,,USD,2023-09-30,Q2,,,5e-05,209.159156,3.119883,-20.564291,-11.918631,4.4913765,,0.9815925,-3.634837,-24.199178,-24.199178,-24.199128,-24.199178,0.0,0.125053,5.525777,8.64566,197.240525,,197.240525,aK4k2xA,2024Q2,2024,18,13
2779,104479,31.928,9.253,0.756,,58.513,,19.212,,0.88,2.74,0.0,0.015,0.0,,-69.509,23.0,0.0,46.672,27.445,93.181,16.556,93.181,-46.509,19.227,0.0,,,,,,,,USD,2023-03-31,YE,,,0.0001,183.749094,2.978882,-14.81359,-9.557766,2.476491,,1.963185,-0.513306,-15.326996,-15.326996,-15.326896,-15.326996,0.0,0.0,2.276942,5.255824,174.191328,,174.191328,aK4k2xA,2023YE,2023,15,13
2780,104479,26.07,12.985,0.015,,54.551,,20.479,,2.898,2.829,0.0,0.04,0.0,,-54.182,23.0,0.0,52.268,31.749,83.45,15.851,83.45,-31.182,20.519,0.0,,,,,,,,USD,2022-03-31,YE,,,-2.168209,117.517731,6.189221,-16.696765,-8.556124,0.682625,,0.015595,-0.675796,-15.204352,-15.204352,-17.372561,-15.204352,0.0,0.008766,1.95142,8.140641,108.961607,,108.961607,aK4k2xA,2022YE,2022,14,12
2781,502823,42.16296163,15.45019298,0.00168541,0.07309328,123.3079992,0.0423,36.71878123,,0.09976882,8.73053467,0.0,0.082475,0.0,0.13495929,-127.3209843,16.0,0.0,62.953604,26.110048,174.274589,10.42344168,174.274589,-111.320984,36.843556,0.0,,,,,,,,USD,2024-03-31,YE,,0.02302483,0.01118,132.6476293,0.12693685,7.320788,8.454684,0.95700442,,0.9001192,-0.056885,7.252723,7.252723,7.263903,7.252723,0.0,0.0,0.98393403,1.133896,141.102313,,141.1023133,aK4k8mA,2024YE,2024,38,32
2782,502823,33.406032,13.798637,0.461377,0.0,102.461287,0.0423,40.739662,,0.097,45.647049,0.0,0.07678,0.0,0.05059,-132.583198,16.0,0.0,64.931169,24.072427,181.514368,9.664823,181.514368,-116.583198,40.858742,0.0,,,,,,,,USD,2023-06-30,Q1,,,-0.00818625,,6.4037411,-8.205061,,1.07089295,,0.597896,-0.454521,-8.651396,-8.651396,-8.659583,-8.651396,0.0,-0.01847569,125.1319426,131.535684,123.330622,,123.3306223,aK4k8mA,2024Q1,2024,19,17
2783,502823,36.12966022,22.17709075,5.23e-05,0.18908636,110.8161273,0.0423,41.87431737,,0.097,45.65208925,0.0,0.08088095,0.0,0.08855866,-134.5960674,16.0,0.0,74.190896,32.193397,192.786963,9.83069567,192.786963,-118.596067,41.997498,0.0,,,,,,,,USD,2023-03-31,YE,,,-0.010915,,6.42431613,-13.149666,,1.10490527,,0.02463425,-1.080271,-14.219022,-14.219022,-14.229937,-14.219022,0.0,0.0,123.9434207,130.367737,117.218071,,117.2180711,aK4k8mA,2023YE,2023,19,16
2784,502823,24.40596992,9.39712917,0.41878619,,116.5799215,,42.94773935,0.11691095,0.12773261,42.56962144,0.0,0.0,0.0,,-135.3941145,16.0,0.0,64.16139832,21.09674802,183.5555129,11.15310005,183.5555129,-119.3941145,43.0646503,0.0,4.86846292,,0.19289895,,,,2.68275483,USD,2022-12-31,Q3,0.0,,0.000146667,84.57509549,6.39867256,-18.95645499,13.89599131,1.282177333,,0.21580428,-1.066373053,-20.02297471,-20.02297471,-20.02282804,-20.02297471,0.0,0.0,4.189270587,32.8524463,98.4710868,22.26450315,98.4710868,aK4k8mA,2023Q3,2023,19,15
2785,502823,24.137425,12.38857,0.154038,,118.482719,,43.754469,0.116911,0.167936,39.043314,0.0,0.0,0.0,,-130.526218,16.0,0.0,67.13724,23.26586,181.663458,10.555316,181.663458,-114.526218,43.87138,0.0,4.599918,,0.790683,,,,-0.308686,USD,2022-10-17,Q2,0.0,,0.00022,82.948524,6.350202,-20.168746,11.414728,1.31766,,1.187958,-0.129702,-20.298668,-20.298668,-20.298448,-20.298668,0.0,0.0,4.050402,31.583474,94.363252,21.18287,94.363252,aK4k8mA,2023Q2,2023,18,14
2786,502823,19.537507,12.079884,0.038544,,115.361835,,45.831786,0.116911,0.181448,39.072276,-15.212002,0.0,0.0,,-105.165044,16.0,0.0,69.594572,23.645875,173.971618,11.345999,173.971618,-104.377046,45.948697,0.0,19.537507,,-11.345999,,,,-12.079884,USD,2022-03-31,YE,0.0,,-0.011208,83.955492,6.229057,-13.774585,20.77394,1.132322,,0.0,-1.448625,-15.212002,-15.212002,-15.22321,-15.212002,0.0,0.316303,4.575175,34.548525,104.729432,23.744293,104.729432,aK4k8mA,2022YE,2022,19,15
2787,502823,10.498209,10.727736,0.054517,,112.985816,,50.110622,0.048901,0.179489,39.600238,-57.236432,0.0,0.0,,-47.928611,16.0,0.0,73.91922,23.759697,163.084263,12.797955,163.084263,-89.165043,50.159523,0.0,10.498209,,-12.797955,,,,-10.727736,USD,2021-03-31,YE,0.0,,-0.013893,96.80841,6.322657,-56.272852,9.026849,1.003894,,0.026421,-0.977473,-57.236432,-57.236432,-57.250325,-57.236432,0.0,0.0,33.604534,65.299701,105.835259,25.37251,105.835259,aK4k8mA,2021YE,2021,19,11
2788,502823,20.449442,9.376536,0.337468,,77.07615,,55.191888,0.048901,0.165795,10.95464,0.0,0.0,0.0,,-47.928631,16.0,0.0,76.551601,21.310812,108.480232,11.431013,108.480232,-31.928631,55.240789,0.0,20.449442,,-11.431013,,,,-9.376536,USD,2020-03-31,YE,0.0,,0.010994,113.424792,5.349715,-29.949018,16.064732,1.612163,,0.0,-1.612163,-31.572175,-31.572175,-31.561181,-31.572175,0.0,0.0,11.844043,46.01375,129.489524,28.819992,129.489524,aK4k8mA,2020YE,2020,19,11
2789,502823,13.212776,15.939851,0.270545,,32.14726,,33.67876,0.0,0.154202,20.017157,0.0,0.058949,0.0,,-19.463965,16.0,0.0,61.913228,28.175519,65.377193,11.810921,65.377193,-3.463965,33.737709,0.0,13.212776,,-11.810921,,,,-15.939851,USD,2019-03-31,YE,0.0,,2.015798,171.193487,6.232361,-61.681203,-23.391627,0.0,,0.0,-26.521019,-90.21802,-90.21802,-88.202222,-90.21802,0.0,26.521019,5.597931,38.289576,147.80186,26.459284,147.80186,aK4k8mA,2019YE,2019,19,13
2790,502823,18.181388,19.469556,2.163865,,0.0,,34.605804,0.0,9.423504,3.914988,0.0,9.798501,0.0,,50.509169,16.0,0.0,88.605545,44.20124,22.096376,13.144315,22.096376,66.509169,44.404305,0.0,18.181388,,-13.144315,,,,-19.469556,USD,2018-03-31,YE,0.0,,-1.167348,127.662213,6.100671,-8.421957,19.12871,0.0,,0.020341,0.020341,-7.234268,-7.234268,-8.401616,-7.234268,0.0,0.0,4.803162,27.550667,146.790923,16.646834,146.790923,aK4k8mA,2018YE,2018,13,40
2791,110310,53.136231,52.752974,25.000849,0.0,139.147233,,55.133937,,212.42898,10.517151,-5.035324,44.200671,26.472735,,33.57755,114.449381,46.840426,419.105384,319.770776,202.800615,29.587973,276.113776,142.991607,99.334608,73.313161,,,,,,,,USD,2024-03-31,YE,,,0.0,402.142487,5.87506,9.434921,38.155155,7.186838,10.29499,3.42537,6.533522,15.968443,15.968443,15.968443,15.968443,0.0,0.0,22.845174,28.720234,440.297642,,440.297642,DgnjVpA,2024YE,2024,36,33
2792,110310,52.909819,43.839347,26.530898,,95.613412,,56.928973,,163.508603,8.43481,-11.028134,44.16197,31.101158,,25.246784,114.449381,46.993338,366.474833,265.38389,156.958041,31.505042,235.052537,128.668031,101.090943,78.094496,,,,,,,,USD,2023-09-30,Q2,,,-0.2205125,310.630288,31.549315,-17.863741,256.637432,6.8841525,9.70877,5.3570665,8.181684,-9.461544,-9.461544,-9.682056,-9.461544,0.0,0.0,242.9518575,274.501173,567.26772,,567.26772,DgnjVpA,2024Q2,2024,19,29
