,Vlookup Supplier #,accountsPayable,accountsReceivable,bankCashBalances,bankOverdraft,debitOwnedWithinOneYear,financialAssets,fixedAssets,intangibleAssets,otherCurrentAssets,otherCurrentLiabilities,otherEquity,otherTermAssets,otherTermLiabilities,prepayments,retainedEarnings,subscribedCapital,termLoans,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalInventories,totalLiabilities,totalShareholderEquity,totalTermAssets,totalTermLiabilities,accountPayableAccrualFromCashFlow,capitalExpenditure,changeInInventoriesFromCashFlow,netChangeInCashAndCashEquivalents,netFundingCashFlow,netInvestingCashFlow,unbilledAccountsReceivableRevenueFromCashFlow,currency,financialDate,period,abnormalItems,amortization,companyTaxExpense,costOfGoodsSold,depreciation,earningsBeforeInterestAndTax,grossProfit,interestExpense,interestReceived,investmentIncome,netInvestmentIncome,netProfitAfterTax,netProfitAfterTaxAndMinorityInterests,netProfitBeforeTax,netSurplus,otherIncome,otherInvestmentExpense,otherOperatingExpense,totalOperatingExpense,totalOperatingRevenue,totalStaffCosts,salesRevenue,RRID,id,eqyYear,CHS,FHR
793,595248,,,73949.41652,,196186.5176,77349.51881,290087.8793,,,,,,,,,,4486.49763,1094754.065,584993.9958,430437.1037,,449855.9351,644898.1303,,,,,,,50401.70699,-179694.1994,,KRW,2023-09-30,Q3,,,6969.40233,,,95234.00592,,8924.475,3625.244,,,83634.40895,,,,,,,,,,1577799.49,ZD8RzOa,2023Q3,2023,57,55
794,595248,,,70000.6282,,178962.0669,79985.43703,292166.5162,,,,,,,,,,3783.28765,980891.108,469147.3573,362649.1248,,380450.2507,600440.8573,,,,,,,35331.48761,-166754.0305,,KRW,2023-06-30,Q2,,,13916.45164,,,103450.7237,,7542.717,3765.646,,,102250.8028,,,,,,,,,,1594956.908,ZD8RzOa,2023Q2,2023,61,59
795,595248,,,77852.51856,,174069.9706,83892.07163,282894.8397,,,,,,,,,,3443.52266,936559.9638,427854.2708,319236.462,,336126.3568,600433.607,,,,,,,27601.75906,-223007.9642,,KRW,2023-03-31,Q1,,,22725.21236,,,117796.5996,,6406.303,3362.352,,,134173.534,,,,,,,,,,1628735.107,ZD8RzOa,2023Q1,2023,65,65
796,595248,,,89880.95939,,173146.172,60340.73161,274579.9383,,,,,,,,,,3286.17497,1007315.366,529238.9114,412054.8342,,429340.1366,577975.2295,,,,,,,35090.35925,-239982.3179,,KRW,2022-12-31,YE,,,23791.65409,,,131267.5423,,5342.572,2802.237,,,140664.7197,,,,,,,,,,1681053.92,ZD8RzOa,2022YE,2022,67,67
797,595248,,,152558.6162,,155933.4431,38056.04638,291424.9857,,,,,,,,,,89.64557,1049905.36,705321.2654,468091.9332,,485339.7435,564565.6165,,,,,,,-2064.97182,-131673.8226,,KRW,2022-09-30,Q3,25.487,,33612.5396,,,148922.1981,,4225.196,1856.428,,,169166.9445,,,,,,,,,,1580603.149,ZD8RzOa,2022Q3,2022,76,79
798,595248,,,74888.39864,,146564.6769,39091.68731,273827.8468,,,,,,,,,,91.8288,853967.3557,528288.5875,352544.5204,,368597.4196,485369.9361,,,,,,,32558.68709,-128729.0214,,KRW,2022-06-30,Q2,-109.517,,33534.1184,,,133472.0776,,3914.479,911.725,,,148685.977,,,,,,,,,,1441092.158,ZD8RzOa,2022Q2,2022,76,77
799,595248,,,76287.92949,,155399.9692,32631.74329,253141.5577,,,,,,,,,,69.08815,808940.4082,510270.7689,365025.3128,,379557.9453,429382.4629,,,,,,,42600.39034,-78199.91328,,KRW,2022-03-31,Q1,15.086,,22378.97391,,,108533.4372,,3749.788,473.218,,,120409.0973,,,,,,,,,,1264399.232,ZD8RzOa,2022Q1,2022,75,74
800,71246,,,28433.0,,40019.0,,59670.0,,,,,,,,,,21822.0,191977.0,103987.0,75795.0,,111793.0,80184.0,,,,,,,-6015.0,-9718.0,,JPY,2024-06-30,Q1,0.0,,2820.0,,,6579.0,,1684.0,313.0,,,3719.0,,,,,,,,,,131974.0,2AzbgkA,2025Q1,2025,49,53
801,71246,,,30956.0,,40894.0,7634.0,56865.0,,,,,,,,,,22486.0,188369.0,103549.0,74468.0,,109648.0,78721.0,,,,,,,-2498.0,-8304.0,,JPY,2024-03-31,YE,-75.0,,2589.0,,,6009.0,,1632.0,279.0,,,3447.0,,,,,,,,,,128738.0,2AzbgkA,2024YE,2024,49,53
802,71246,,,29687.0,,39904.0,,57646.0,,,,,,,,,,22995.0,185822.0,103710.0,73903.0,,110742.0,75080.0,,,,,,,-4163.0,-7617.0,,JPY,2023-12-31,Q3,-57.0,,2599.0,,,4987.0,,1598.0,195.0,,,1955.0,,,,,,,,,,124881.0,2AzbgkA,2024Q3,2024,45,51
803,71246,,,28368.0,,39013.0,,58569.0,,,,,,,,,,24450.0,185397.0,102055.0,72434.0,,110365.0,75032.0,,,,,,,781.0,-8392.0,,JPY,2023-09-30,Q2,-51.0,,2418.0,,,4319.0,,1416.0,164.0,,,1710.0,,,,,,,,,,121919.0,2AzbgkA,2024Q2,2024,44,50
804,71246,,,28703.0,,38755.0,,56002.0,,,,,,,,,,23977.0,179797.0,99552.0,70987.0,,108093.0,71704.0,,,,,,,1952.0,-6428.0,,JPY,2023-06-30,Q1,-2014.0,,2430.0,,,1147.0,,1186.0,132.0,,,-1337.0,,,,,,,,,,117890.0,2AzbgkA,2024Q1,2024,32,43
805,71246,,,24108.0,,38955.0,6382.0,55520.0,,,,,,,,,,22977.0,173317.0,94054.0,68723.0,,102863.0,70454.0,,,,,,,790.0,-6345.0,,JPY,2023-03-31,YE,-2068.0,,2434.0,,,756.0,,980.0,107.0,,,-1539.0,,,,,,,,,,115480.0,2AzbgkA,2023YE,2023,29,40
806,71246,,,24134.0,,42941.0,,57240.0,,,,,,,,,,20486.0,177950.0,97529.0,72908.0,,106734.0,71216.0,,,,,,,3540.0,-6979.0,,JPY,2022-12-31,Q3,-2413.0,,2335.0,,,376.0,,789.0,103.0,,,-1844.0,,,,,,,,,,115547.0,2AzbgkA,2023Q3,2023,27,38
807,71246,,,21592.0,,39004.0,,58086.0,,,,,,,,,,19552.0,173778.0,92522.0,69184.0,,101942.0,71836.0,,,,,,,-29.0,-6580.0,,JPY,2022-09-30,Q2,-2419.0,,2044.0,,,610.0,,690.0,98.0,,,-1288.0,,,,,,,,,,110653.0,2AzbgkA,2023Q2,2023,27,40
808,71246,,,21522.0,,37006.0,,58634.0,,,,,,,,,,19834.0,171318.0,89567.0,68609.0,,101140.0,70178.0,,,,,,,-970.0,-7344.0,,JPY,2022-06-30,Q1,-456.0,,1880.0,,,3744.0,,643.0,87.0,,,1747.0,,,,,,,,,,106598.0,2AzbgkA,2023Q1,2023,43,48
809,71246,,,23018.0,,35456.0,5662.0,57291.0,,,,,,,,,,21670.0,166155.0,85928.0,65414.0,,97460.0,68695.0,,,,,,,-5076.0,-8072.0,,JPY,2022-03-31,YE,-678.0,,1884.0,,,4364.0,,620.0,80.0,,,2495.0,,,,,,,,,,104024.0,2AzbgkA,2022YE,2022,46,51
810,594416P,,,71903.0,,10363.0,7413.0,88186.0,,,,,,,,,,31505.0,285932.0,160029.0,89586.0,,140376.0,145556.0,,,,,,,,,,JPY,2024-06-30,Q1,11.0,,5276.0,,,17374.0,,279.0,666.0,,,14019.0,,,,,,,,,,328392.0,Wa9QjLa,2025Q1,2025,63,84
811,594416P,,,65554.0,,10955.0,9200.0,83599.0,,,,,,,,,,31883.0,272549.0,149636.0,82067.0,,132991.0,139558.0,,,,,,,-11431.0,-9664.0,,JPY,2024-03-31,YE,24.0,,4789.0,,,15522.0,,185.0,456.0,,,12437.0,,,,,,,,,,314336.0,Wa9QjLa,2024YE,2024,56,80
812,594416P,,,58129.0,,11770.0,6842.0,78877.0,,,,,,,,,,31516.0,248886.0,144069.0,74864.0,,123493.0,125393.0,,,,,,,,,,JPY,2023-12-31,Q3,14.0,,5621.0,,,18921.0,,295.0,302.0,,,13974.0,,,,,,,,,,301844.0,Wa9QjLa,2024Q3,2024,67,83
813,594416P,,,52324.0,,3723.0,7230.0,81853.0,,,,,,,,,,39512.0,247834.0,139449.0,65409.0,,121803.0,126031.0,,,,,,,,,,JPY,2023-09-30,Q2,-8.0,,4518.0,,,16669.0,,377.0,340.0,,,13048.0,,,,,,,,,,282266.0,Wa9QjLa,2024Q2,2024,64,82
814,594416P,,,46363.0,,4152.0,6819.0,81260.0,,,,,,,,,,39586.0,235161.0,127634.0,58191.0,,114815.0,120346.0,,,,,,,,,,JPY,2023-06-30,Q1,-51.0,,4692.0,,,15022.0,,232.0,172.0,,,10977.0,,,,,,,,,,259687.0,Wa9QjLa,2024Q1,2024,62,81
815,594416P,,,42555.0,,9641.0,5331.0,79903.0,,,,,,,,,,40160.0,225762.0,121326.0,58881.0,,115380.0,110382.0,,,,,,,3536.0,-29599.0,,JPY,2023-03-31,YE,-799.0,,4146.0,,,12833.0,,225.0,185.0,,,9138.0,,,,,,,,,,240806.0,Wa9QjLa,2023YE,2023,59,79
816,594416P,,,47850.0,,19651.0,4939.0,82713.0,,,,,,,,,,41901.0,241572.0,131163.0,66973.0,,127389.0,114183.0,,,,,,,,,,JPY,2022-12-31,Q3,-813.0,,3129.0,,,11076.0,,235.0,236.0,,,9129.0,,,,,,,,,,223508.0,Wa9QjLa,2023Q3,2023,56,71
817,594416P,,,45153.0,,20184.0,4917.0,83144.0,,,,,,,,,,41939.0,238713.0,128277.0,67195.0,,127215.0,111498.0,,,,,,,,,,JPY,2022-09-30,Q2,-973.0,,3348.0,,,9201.0,,196.0,252.0,,,7087.0,,,,,,,,,,202394.0,Wa9QjLa,2023Q2,2023,53,69
818,594416P,,,49127.0,,20189.0,5442.0,66654.0,,,,,,,,,,21934.0,209617.0,116947.0,63842.0,,104036.0,105581.0,,,,,,,,,,JPY,2022-06-30,Q1,-929.0,,2765.0,,,7995.0,,193.0,259.0,,,6344.0,,,,,,,,,,194804.0,Wa9QjLa,2023Q1,2023,52,70
819,594416P,,,45602.0,,16424.0,5799.0,64980.0,,,,,,,,,,26304.0,201936.0,112172.0,57293.0,,101047.0,100889.0,,,,,,,-4128.0,-6955.0,,JPY,2022-03-31,YE,-163.0,,2927.0,,,9646.0,,202.0,259.0,,,7372.0,,,,,,,,,,193751.0,Wa9QjLa,2022YE,2022,56,74
820,505067,,,151.606,,35.949,1.527,308.512,,,,,,,,,,472.276,1508.781,607.866,271.639,,800.294,708.487,,,,,,,-59.119,-60.962,,EUR,2024-06-30,Q2,,,26.979,,,77.998,,25.567,0.449,,,24.582,,,,,,,,,,1198.612,yDXx5QD,2024Q2,2024,56,76
821,505067,,,145.655,,44.508,1.033,308.124,,,,,,,,,,472.302,1515.479,613.54,274.508,,803.864,711.615,,,,,,,-55.209,-61.299,,EUR,2024-03-31,Q1,,,25.791,,,79.317,,24.994,0.449,,,28.603,,,,,,,,,,1216.371,yDXx5QD,2024Q1,2024,57,76
822,505067,,,165.207,,31.539,1.231,308.354,,,,,,,,,,469.821,1493.278,602.394,275.513,,799.838,693.44,,,,,,,-57.944,-59.761,,EUR,2023-12-31,YE,0.0,,25.537,,,76.123,,23.725,1.552,,,27.916,,,,,,,,,,1222.781,yDXx5QD,2023YE,2023,57,75
823,505067,,,132.502,,34.382,2.598,306.331,,,,,,,,,,491.456,1539.572,617.71,271.645,,829.315,710.257,,,,,,,-49.126,-57.236,,EUR,2023-09-30,Q3,,,23.197,,,72.133,,17.29,,,,28.485,,,,,,,,,,1238.232,yDXx5QD,2023Q3,2023,56,74
824,505067,,,99.315,,145.868,2.014,304.656,,,,,,,,,,372.034,1510.078,595.237,382.937,,819.156,690.922,,,,,,,-52.686,-61.251,,EUR,2023-06-30,Q2,,,25.954,,,73.942,,13.973,,,,30.813,,,,,,,,,,1259.702,yDXx5QD,2023Q2,2023,57,64
825,505067,,,108.64,,144.535,1.957,301.859,,,,,,,,,,370.763,1524.814,608.057,386.362,,823.264,701.55,,,,,,,-57.526,-59.097,,EUR,2023-03-31,Q1,,,23.806,,,68.977,,11.29,,,,30.204,,,,,,,,,,1253.572,yDXx5QD,2023Q1,2023,55,63
826,505067,,,168.67,,136.475,2.063,295.841,,,,,,,,,,369.852,1560.68,636.229,418.476,,855.324,705.356,,,,,,,-54.518,-44.485,,EUR,2022-12-31,YE,0.0,,24.745,,,76.515,,10.796,0.69,,,39.175,,,,,,,,,,1243.014,yDXx5QD,2022YE,2022,58,68
827,505067,,,147.934,,148.01,2.539,307.261,,,,,,,,,,384.2,1649.835,665.307,429.446,,896.035,753.8,,,,,,,-47.888,-44.016,,EUR,2022-09-30,Q3,,,23.339,,,75.279,,5.1,,,,41.004,,,,,,,,,,1199.003,yDXx5QD,2022Q3,2022,57,66
828,505067,,,155.101,,92.363,2.514,298.658,,,,,,,,,,436.516,1600.032,647.579,368.616,,885.056,714.976,,,,,,,-62.855,-36.885,,EUR,2022-06-30,Q2,,,18.931,,,71.391,,7.087,,,,41.677,,,,,,,,,,1146.129,yDXx5QD,2022Q2,2022,58,71
829,505067,,,167.014,,90.633,2.372,290.905,,,,,,,,,,426.886,1554.768,632.631,351.9,,861.438,693.33,,,,,,,-62.15,-37.095,,EUR,2022-03-31,Q1,,,22.591,,,85.336,,5.059,,,,52.565,,,,,,,,,,1109.883,yDXx5QD,2022Q1,2022,62,76
830,507755P,,,54408.0,,27552.0,21048.0,167218.0,,,,,,,,,,21205.0,363443.0,161336.0,107224.0,,137420.0,226023.0,,,,,,,,,,JPY,2024-06-30,Q1,-2727.0,,17849.0,,,21230.0,,180.0,1205.0,,,15169.0,,,,,,,,,,366161.0,PadmryA,2025Q1,2025,62,81
831,507755P,,,56580.0,,27902.0,19975.0,163237.0,,,,,,,,,,22904.0,365525.0,168498.0,118438.0,,148799.0,216726.0,,,,,,,-12065.0,-26543.0,,JPY,2024-03-31,YE,-2974.0,,17573.0,,,19432.0,,180.0,1189.0,,,17242.0,,,,,,,,,,354922.0,PadmryA,2024YE,2024,62,80
832,507755P,,,58242.0,,34519.0,17799.0,159971.0,,,,,,,,,,15303.0,355091.0,158771.0,120658.0,,143698.0,211393.0,,,,,,,,,,JPY,2023-12-31,Q3,-472.0,,8110.0,,,17974.0,,186.0,1092.0,,,19272.0,,,,,,,,,,344891.0,PadmryA,2024Q3,2024,65,79
833,507755P,,,57298.0,,15782.0,16438.0,165717.0,,,,,,,,,,36019.0,360122.0,158830.0,104963.0,,147962.0,212160.0,,,,,,,,,,JPY,2023-09-30,Q2,-5.0,,5504.0,,,13265.0,,195.0,898.0,,,13682.0,,,,,,,,,,326506.0,PadmryA,2024Q2,2024,58,78
834,507755P,,,54535.0,,17011.0,17302.0,165647.0,,,,,,,,,,36693.0,353593.0,152473.0,101897.0,,146273.0,207320.0,,,,,,,,,,JPY,2023-06-30,Q1,1018.0,,5461.0,,,12461.0,,227.0,610.0,,,13973.0,,,,,,,,,,312874.0,PadmryA,2024Q1,2024,58,78
835,507755P,,,49873.0,,19268.0,16149.0,159085.0,,,,,,,,,,38190.0,339376.0,147598.0,100318.0,,144825.0,194551.0,,,,,,,-9573.0,-18257.0,,JPY,2023-03-31,YE,3.0,,5328.0,,,7333.0,,245.0,472.0,,,10176.0,,,,,,,,,,290416.0,PadmryA,2023YE,2023,53,74
836,507755P,,,49550.0,,12339.0,14509.0,158941.0,,,,,,,,,,45747.0,320257.0,131863.0,80877.0,,133132.0,187125.0,,,,,,,,,,JPY,2022-12-31,Q3,18.0,,6133.0,,,2995.0,,221.0,322.0,,,9700.0,,,,,,,,,,267594.0,PadmryA,2023Q3,2023,46,75
837,507755P,,,49748.0,,14194.0,14129.0,170053.0,,,,,,,,,,46881.0,336818.0,137884.0,88620.0,,141414.0,195404.0,,,,,,,,,,JPY,2022-09-30,Q2,-14.0,,9718.0,,,3705.0,,279.0,238.0,,,18636.0,,,,,,,,,,254818.0,PadmryA,2023Q2,2023,50,76
838,507755P,,,48096.0,,16247.0,14225.0,166992.0,,,,,,,,,,47876.0,326673.0,132518.0,83282.0,,137391.0,189282.0,,,,,,,,,,JPY,2022-06-30,Q1,-1136.0,,8208.0,,,2021.0,,269.0,181.0,,,14524.0,,,,,,,,,,236647.0,PadmryA,2023Q1,2023,47,74
839,507755P,,,49903.0,,18066.0,14381.0,159256.0,,,,,,,,,,46486.0,320013.0,133419.0,87618.0,,139548.0,180465.0,,,,,,,-12456.0,-18505.0,,JPY,2022-03-31,YE,-19.0,,6546.0,,,6834.0,,268.0,153.0,,,11064.0,,,,,,,,,,233601.0,PadmryA,2022YE,2022,53,76
840,201020,,,3637.0,,2353.0,871.0,8868.0,,,,,,,,,,11172.0,39170.0,16601.0,14205.0,,31451.0,7719.0,,,,,,,-207.0,-1853.0,,EUR,2023-12-31,YE,-683.0,,637.0,,,1419.0,,638.0,106.0,,,126.0,,,,,,,,,,46627.0,XAL0Q9A,2023YE,2023,49,55
841,201020,,,2234.0,,2766.0,1174.0,8361.0,,,,,,,,,,11064.0,39473.0,16739.0,14467.0,,31125.0,8348.0,,,,,,,-177.0,-1803.0,,EUR,2023-06-30,Q2,-50.0,,226.0,,,1283.0,,474.0,80.0,,,444.0,,,,,,,,,,45872.0,XAL0Q9A,2023S1,2023,48,50
842,201020,,,2518.0,,2117.0,795.0,8456.0,,,,,,,,,,10771.0,38944.0,15711.0,13967.0,,30349.0,8595.0,,,,,,,-391.0,-1612.0,,EUR,2022-12-31,YE,-511.0,,186.0,,,1124.0,,368.0,75.0,,,376.0,,,,,,,,,,43801.0,XAL0Q9A,2022YE,2022,46,51
843,201020,,,1973.0,,2621.0,1480.0,8147.0,,,,,,,,,,10680.0,39215.0,15777.0,13771.0,,29890.0,9325.0,,,,,,,-611.0,-1544.0,,EUR,2022-06-30,Q2,,,187.0,,,879.0,,363.0,40.0,,,319.0,,,,,,,,,,40192.0,XAL0Q9A,2022S1,2022,43,47
844,201020,,,2332.0,,1031.0,762.0,8191.0,,,,,,,,,,11488.0,38359.0,14254.0,11632.0,,31236.0,7123.0,,,,,,,-1539.0,-1005.0,,EUR,2021-12-31,YE,0.0,,299.0,,,1196.0,,346.0,117.0,,,783.0,,,,,,,,,,38313.0,XAL0Q9A,2021YE,2021,52,60
845,201020,,,1843.0,,1318.0,1436.0,7752.0,,,,,,,,,,11601.0,37430.0,13990.0,11499.0,,31232.0,6198.0,,,,,,,-1598.0,-964.0,,EUR,2021-06-30,Q2,,,201.0,,,1151.0,,474.0,89.0,,,692.0,,,,,,,,,,38444.0,XAL0Q9A,2021S1,2021,53,58
846,201020,,,2341.0,,481.0,1380.0,7910.0,,,,,,,,,,12765.0,36730.0,12908.0,10577.0,,32287.0,4443.0,,,,,,,2328.0,-4507.0,,EUR,2020-12-31,YE,14.0,,-4.0,,,-87.0,,277.0,27.0,,,-741.0,,,,,,,,,,32611.0,XAL0Q9A,2020YE,2020,20,46
847,201020,,,1593.0,,2072.0,1724.0,7868.0,,,,,,,,,,12063.0,36722.0,11583.0,9972.0,,30857.0,5865.0,,,,,,,6112.0,-7064.0,,EUR,2020-06-30,Q2,,,33.0,,,-20.0,,192.0,46.0,,,-677.0,,,,,,,,,,31661.0,XAL0Q9A,2020S1,2020,23,36
848,201020,,,2302.0,,1208.0,1577.0,7669.0,,,,,,,,,,8427.0,32350.0,14816.0,10154.0,,25244.0,7106.0,,,,,,,3211.0,-4183.0,,EUR,2019-12-31,YE,3.0,,140.0,,,884.0,,309.0,54.0,,,400.0,,,,,,,,,,36518.0,XAL0Q9A,2019YE,2019,45,58
849,201020,,,856.0,,1938.0,1667.0,7234.0,,,,,,,,,,4552.0,28655.0,11523.0,10856.0,,21686.0,6969.0,,,,,,,-850.0,-1758.0,,EUR,2019-06-30,Q2,,,141.0,,,956.0,,141.0,23.0,,,563.0,,,,,,,,,,36641.0,XAL0Q9A,2019S1,2019,52,58
850,584386,,,87572.0,,0.0,52782.0,119479.0,,,,,,,,,,10000.0,528027.0,278033.0,134804.0,,182230.0,345797.0,,,,,,,,,,JPY,2024-06-30,Q1,-3759.0,,9166.0,,,23403.0,,43.0,1281.0,,,24339.0,,,,,,,,,,626872.0,PDy3EOa,2025Q1,2025,57,79
851,584386,,,73112.0,,477.0,61508.0,118308.0,,,,,,,,,,10770.0,519718.0,264660.0,131862.0,,180230.0,339488.0,,,,,,,-22574.0,-31474.0,,JPY,2024-03-31,YE,-3759.0,,8913.0,,,25063.0,,44.0,1242.0,,,27336.0,,,,,,,,,,623558.0,PDy3EOa,2024YE,2024,57,79
852,584386,,,84691.0,,0.0,56192.0,110037.0,,,,,,,,,,10000.0,489035.0,272607.0,121253.0,,163310.0,325725.0,,,,,,,,,,JPY,2023-12-31,Q3,-1100.0,,15282.0,,,41429.0,,65.0,1110.0,,,34234.0,,,,,,,,,,619472.0,PDy3EOa,2024Q3,2024,69,86
853,584386,,,81059.0,,0.0,58737.0,110255.0,,,,,,,,,,10000.0,493436.0,274890.0,123543.0,,166012.0,327424.0,,,,,,,,,,JPY,2023-09-30,Q2,-1100.0,,12883.0,,,31883.0,,80.0,985.0,,,25697.0,,,,,,,,,,593665.0,PDy3EOa,2024Q2,2024,63,82
854,584386,,,78379.0,,0.0,58229.0,108973.0,,,,,,,,,,10000.0,479017.0,262601.0,119663.0,,162876.0,316141.0,,,,,,,,,,JPY,2023-06-30,Q1,-1100.0,,12013.0,,,25112.0,,72.0,790.0,,,20975.0,,,,,,,,,,576932.0,PDy3EOa,2024Q1,2024,59,80
855,584386,,,69728.0,,397.0,52851.0,104833.0,,,,,,,,,,10592.0,456146.0,251595.0,118624.0,,159745.0,296401.0,,,,,,,-6078.0,-8695.0,,JPY,2023-03-31,YE,-1100.0,,10128.0,,,15556.0,,79.0,599.0,,,12809.0,,,,,,,,,,553124.0,PDy3EOa,2023YE,2023,48,74
856,584386,,,55157.0,,1990.0,53208.0,100331.0,,,,,,,,,,10000.0,437175.0,233296.0,107951.0,,149422.0,287753.0,,,,,,,,,,JPY,2022-12-31,Q3,-195.0,,9048.0,,,5108.0,,68.0,449.0,,,3418.0,,,,,,,,,,537854.0,PDy3EOa,2023Q3,2023,37,74
857,584386,,,53152.0,,0.0,57498.0,102290.0,,,,,,,,,,10000.0,455039.0,244714.0,115282.0,,156338.0,298701.0,,,,,,,,,,JPY,2022-09-30,Q2,-195.0,,9251.0,,,6032.0,,56.0,340.0,,,8142.0,,,,,,,,,,523106.0,PDy3EOa,2023Q2,2023,40,69
858,584386,,,62353.0,,0.0,60757.0,100183.0,,,,,,,,,,10000.0,454003.0,242824.0,120814.0,,162361.0,291642.0,,,,,,,,,,JPY,2022-06-30,Q1,-195.0,,8358.0,,,1921.0,,74.0,282.0,,,2066.0,,,,,,,,,,488995.0,PDy3EOa,2023Q1,2023,34,68
859,584386,,,57977.0,,288.0,64112.0,97357.0,,,,,,,,,,10604.0,447834.0,237732.0,119513.0,,162296.0,285538.0,,,,,,,-6437.0,-26005.0,,JPY,2022-03-31,YE,-196.0,,8326.0,,,9015.0,,74.0,264.0,,,5335.0,,,,,,,,,,487303.0,PDy3EOa,2022YE,2022,41,70
860,505537,,,75082.0,,7444.0,43779.0,120280.0,,,,,,,,,,19406.0,392070.0,207954.0,73205.0,,126970.0,265100.0,,,,,,,-8515.0,-627.0,,JPY,2024-06-30,Q1,-303.0,,7950.0,,,21170.0,,305.0,1215.0,,,21794.0,,,,,,,,,,271321.0,KAMBBbD,2025Q1,2025,47,64
861,505537,,,77321.0,,10742.0,49188.0,118942.0,,,,,,,,,,20120.0,391298.0,205853.0,77499.0,,130739.0,260559.0,,,,,,,-15695.0,-9161.0,,JPY,2024-03-31,YE,-494.0,,7282.0,,,20768.0,,319.0,1039.0,,,18612.0,,,,,,,,,,266812.0,KAMBBbD,2024YE,2024,43,72
862,505537,,,70468.0,,13102.0,38983.0,117283.0,,,,,,,,,,18737.0,373733.0,199695.0,77522.0,,129548.0,244185.0,,,,,,,,,,JPY,2023-12-31,Q3,-3139.0,,5313.0,,,16404.0,,218.0,724.0,,,14840.0,,,,,,,,,,265516.0,KAMBBbD,2024Q3,2024,40,68
863,505537,,,69149.0,,12360.0,38666.0,119177.0,,,,,,,,,,20366.0,374983.0,198340.0,76640.0,,129951.0,245032.0,,,,,,,,,,JPY,2023-09-30,Q2,-3678.0,,5059.0,,,15554.0,,293.0,632.0,,,14343.0,,,,,,,,,,261401.0,KAMBBbD,2024Q2,2024,39,68
864,505537,,,63579.0,,13759.0,35522.0,117005.0,,,,,,,,,,20387.0,358741.0,187499.0,70451.0,,122356.0,236385.0,,,,,,,,,,JPY,2023-06-30,Q1,-3181.0,,4599.0,,,15353.0,,287.0,457.0,,,13284.0,,,,,,,,,,255552.0,KAMBBbD,2024Q1,2024,39,68
865,505537,,,56908.0,,10002.0,32636.0,115097.0,,,,,,,,,,25619.0,345878.0,182054.0,65588.0,,119296.0,226582.0,,,,,,,-9963.0,-9279.0,,JPY,2023-03-31,YE,-2624.0,,4429.0,,,16361.0,,283.0,332.0,,,13863.0,,,,,,,,,,251574.0,KAMBBbD,2023YE,2023,40,68
866,505537,,,52100.0,,9817.0,30694.0,116016.0,,,,,,,,,,24503.0,351846.0,184663.0,70269.0,,126512.0,225334.0,,,,,,,,,,JPY,2022-12-31,Q3,-314.0,,5789.0,,,18314.0,,384.0,341.0,,,14981.0,,,,,,,,,,243284.0,KAMBBbD,2023Q3,2023,44,68
867,505537,,,48832.0,,10393.0,28668.0,118881.0,,,,,,,,,,24585.0,347722.0,178340.0,65653.0,,120938.0,226784.0,,,,,,,,,,JPY,2022-09-30,Q2,-315.0,,5860.0,,,17717.0,,314.0,217.0,,,14816.0,,,,,,,,,,232294.0,KAMBBbD,2023Q2,2023,44,68
868,505537,,,46956.0,,9195.0,31434.0,117044.0,,,,,,,,,,24606.0,337862.0,169275.0,62806.0,,118401.0,219461.0,,,,,,,,,,JPY,2022-06-30,Q1,-418.0,,5682.0,,,17758.0,,304.0,183.0,,,14997.0,,,,,,,,,,223521.0,KAMBBbD,2023Q1,2023,44,69
869,505537,,,49104.0,,13705.0,34450.0,114918.0,,,,,,,,,,25527.0,332620.0,166512.0,67839.0,,122863.0,209757.0,,,,,,,-7780.0,-9075.0,,JPY,2022-03-31,YE,-226.0,,5418.0,,,17616.0,,296.0,154.0,,,14663.0,,,,,,,,,,215879.0,KAMBBbD,2022YE,2022,43,67
870,210550,,,123.1,,51.7,48.6,769.9,,,,,,,,,,529.8,1716.7,709.6,522.1,,1126.7,590.0,,,,,,,-228.7,-54.5,,CHF,2024-06-30,Q2,-8.8,,8.3,,,87.8,,,,,,39.4,,,,,,,,,,2412.0,Ga0NjwD,2024S1,2024,56,71
871,210550,,,149.4,,42.2,81.6,750.8,,,,,,,,,,551.8,1671.2,698.6,507.8,,1134.2,537.0,,,,,,,-2.1,-143.1,,CHF,2023-12-31,YE,46.4,,7.9,,,106.9,,26.7,1.4,,,61.1,,,,,,,,,,2302.3,Ga0NjwD,2023YE,2023,66,78
872,210550,,,177.3,,316.0,49.1,816.7,,,,,,,,,,528.0,1883.1,860.4,799.3,,1398.7,484.4,,,,,,,136.5,-145.6,,CHF,2023-06-30,Q2,,,9.7,,,113.9,,,,,,81.6,,,,,,,,,,2018.4,Ga0NjwD,2023S1,2023,67,65
873,210550,,,123.6,,144.8,78.1,681.0,,,,,,,,,,494.1,1471.9,605.5,497.9,,1039.9,432.0,,,,,,,-30.4,-37.2,,CHF,2022-12-31,YE,-0.3,,4.7,,,35.4,,18.4,1.1,,,11.0,,,,,,,,,,1804.5,Ga0NjwD,2022YE,2022,47,52
