prev_accountsPayable,prev_accountsReceivable,prev_bankCashBalances,prev_bankOverdraft,prev_debitOwnedWithinOneYear,prev_financialAssets,prev_fixedAssets,prev_intangibleAssets,prev_otherCurrentAssets,prev_otherCurrentLiabilities,prev_otherEquity,prev_otherTermAssets,prev_otherTermLiabilities,prev_prepayments,prev_retainedEarnings,prev_subscribedCapital,prev_termLoans,prev_totalAssets,prev_totalCurrentAssets,prev_totalCurrentLiabilities,prev_totalInventories,prev_totalLiabilities,prev_totalShareholderEquity,prev_totalTermAssets,prev_totalTermLiabilities,prev_accountPayableAccrualFromCashFlow,prev_capitalExpenditure,prev_changeInInventoriesFromCashFlow,prev_netChangeInCashAndCashEquivalents,prev_netFundingCashFlow,prev_netInvestingCashFlow,prev_unbilledAccountsReceivableRevenueFromCashFlow,prev_financialDate,prev_abnormalItems,prev_amortization,prev_companyTaxExpense,prev_costOfGoodsSold,prev_depreciation,prev_earningsBeforeInterestAndTax,prev_grossProfit,prev_interestExpense,prev_interestReceived,prev_investmentIncome,prev_netInvestmentIncome,prev_netProfitAfterTax,prev_netProfitAfterTaxAndMinorityInterests,prev_netProfitBeforeTax,prev_netSurplus,prev_otherIncome,prev_otherInvestmentExpense,prev_otherOperatingExpense,prev_totalOperatingExpense,prev_totalOperatingRevenue,prev_totalStaffCosts,prev_salesRevenue,prev_eqyYear,prev_CHS,prev_FHR,prev_X.Other.Currency.to.USD,prev_inf_factor,diff_days,FHR
16.242264,21.194576,1.397108,0.0,5.15375,0.0,49.395896,0.0,0.0,24.177272,-74.780618,0.0,0.0,10.498336,112.356462,0.0,11.04375,94.19288,44.796984,45.573286,11.706964,56.617036,37.575844,49.395896,11.04375,4.2028095,-7.88671,-3.24164396,-14.894632,5.441182,-7.88671,-0.65705895,2021-12-29,0.0,0.0,0.0,114.681728,12.235886,-7.627565314,5.809599144,0.27366118,0.0,0.0,-0.27366118,-7.901226494,-7.901226494,-7.901226494,-7.901226494,12.235886,0.0,0.0,25.67305046,132.7272131,13.43716446,120.4913271,2021.0,26.0,36.0,1.0,1.178,367,24
10.25273402,21.91722296,0.61742832,0.0,22.29633368,0.12595277,47.55144511,0.0,5.30930716,18.27605943,5.53968411,0.0,0.0,0.58242624,0.0,0.0,31.65831316,88.0231244,40.34572652,50.82512713,11.91934184,82.48344029,5.53968411,47.67739788,31.65831316,1.45954052,-10.76167682,-1.08708643,-0.67555257,26.29625,-10.38017682,-3.27424119,2022-12-31,0.0,0.0,0.0,185.7180575,11.15423051,-27.88104569,-11.00848661,1.34791907,0.0,0.0,-1.34791907,-29.22896476,-29.22896476,-29.22896476,-29.22896476,0.0,0.0,5.71832857,16.87255908,174.7095709,0.0,174.7095709,2022.0,28.0,24.0,1.0,1.09,365,22
8.927537613,20.1784478,0.168197409,0.0,15.66232219,0.0,40.52381671,0.0,3.043572462,18.52334182,4.366103076,0.0,2.119961412,0.783538155,0.0,0.0,25.36622391,74.96549002,34.44167331,43.11320162,10.26791748,70.59938694,4.366103076,40.52381671,27.48618532,-0.733337646,-4.309941996,1.181215977,-0.424873647,-8.572311453,-4.309941996,-0.281126829,2023-12-31,0.0,0.0,0.0,205.7140585,10.08519295,1.506991074,17.22476343,2.21385009,0.0,0.0,-2.462033064,-0.95504199,-0.95504199,-0.95504199,-0.95504199,0.0,0.248182974,5.632579404,15.71777235,222.9388219,0.0,222.9388219,2023.0,32.0,22.0,1.0,1.047,-1007,37
13.45887264,23.99813354,8.919977386,0.0,6.258125,0.0,51.67659706,0.0,0.0,15.09259608,-74.7811587,0.0,0.0,5.61673934,125.7371649,0.0,14.356875,100.1224749,48.44587787,34.80959372,9.911027608,49.16646872,50.95600622,51.67659706,14.356875,5.677672568,-3.826299496,-5.782830272,-29.4884405,-2.971250552,-3.826299496,-13.84246596,2021-03-29,0.0,0.0,0.0,155.2343709,12.1106646,-4.350726248,15.19790103,0.38468768,0.0,0.0,-0.38468768,-4.735413928,-4.735413928,-4.735413928,-4.735413928,12.1106646,0.0,0.0,31.65929188,182.5429365,19.54862728,170.4322719,2021.0,25.0,37.0,1.0,1.178,1098,57
8.539824258,24.98442136,1.060545906,0.0,16.73904505,0.0,39.92501886,0.0,3.02216805,18.52535368,8.056179738,0.0,3.791348541,0.650644056,0.0,0.0,22.48999292,78.1417452,38.21672633,43.80422298,8.49894696,70.08556444,8.056179738,39.92501886,26.28134146,2.002539105,-0.875707173,1.474760853,0.897167907,-0.593249661,-0.875707173,-4.560978546,2024-03-31,0.0,0.0,0.0,199.4384606,9.253823346,9.909024579,25.69840723,2.130152265,0.0,0.0,-2.371223979,7.5378006,7.5378006,7.5378006,7.5378006,0.0,0.241071714,6.535559304,15.78938265,225.1368678,0.0,225.1368678,2024.0,71.0,57.0,1.0,1.017,-1006,39
15.13715864,20.40438891,8.189907174,0.0,6.62625,0.0,51.36776905,0.0,0.0,14.38286993,-74.7811587,0.0,0.0,8.746547514,124.5149039,0.0,13.2525,99.13252379,47.76475474,36.14627857,10.42391114,49.39877857,49.73374522,51.36776905,13.2525,6.19540828,-7.503372308,-3.917182196,-16.20436067,-2.958125276,-7.503372308,0.266256272,2021-06-29,0.0,0.0,0.0,152.8461455,12.26321089,-4.445658912,14.79877343,0.36657004,0.0,0.0,-0.36657004,-4.812228952,-4.812228952,-4.812228952,-4.812228952,12.26321089,0.0,0.0,31.50764323,179.9081299,19.24443234,167.644919,2021.0,26.0,39.0,1.0,1.178,731,13
10.35427404,24.60749966,0.923188062,0.0,19.05456868,0.0,42.59432413,0.0,0.733814031,21.24712907,-2.721468147,0.0,2.228995992,0.661734363,0.0,0.0,29.4994878,79.66298744,37.06866332,50.6559718,10.1424272,82.38445559,-2.721468147,42.59432413,31.72848379,1.862666397,-1.554900747,1.306706256,0.330117006,-0.754712151,-1.554900747,-3.629244369,2023-06-30,0.0,0.0,0.0,195.5026769,10.77217781,-20.87349875,-5.143839804,1.977883512,0.0,0.0,-1.977883512,-22.85138226,-22.85138226,-22.85138226,-22.85138226,0.0,0.0,4.957481133,15.72965894,190.3588371,0.0,190.3588371,2023.0,19.0,13.0,1.0,1.047,-1004,43
14.45539608,23.2098798,16.82582872,0.0,3.099674457,0.0,56.9985038,0.0,0.0,20.37119938,-78.27263895,0.0,0.0,8.296995096,132.862222,0.0,20.03625,112.552103,55.55359919,37.92626992,7.220895579,57.96251992,54.58958307,56.9985038,20.03625,1.572704652,7.96806522,1.297053528,0.0,0.0,0.0,-8.615746968,2020-09-29,0.0,0.0,0.0,145.4409974,12.84995939,-6.308317262,13.11836713,0.28758492,0.0,0.0,-0.28758492,-6.595902182,-6.595902182,-6.595902182,-6.595902182,12.84995939,0.0,0.0,32.27664378,171.409324,19.42668439,158.5593645,2020.0,23.0,43.0,1.0,1.233,365,40
0.0,0.0,289.8756288,0.0,54.35323512,145.8374827,245.0829245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.8192397,925.2653619,499.5024994,177.2553939,0.0,336.442794,588.8225678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31,-3.557214015,0.0,16.35986772,0.0,0.0,33.67330096,0.0,1.757877322,0.986733025,0.0,0.0,32.70315169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.749602,2022.0,52.0,75.0,0.007607224,1.09,365,48
0.0,0.0,293.3084508,0.0,123.2904409,123.2755382,234.3159196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16352947,938.0013645,540.5674077,264.5610483,0.0,386.4208254,551.5805391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,-0.223541232,0.0,11.07274237,0.0,0.0,-3.874714692,0.0,2.399342559,0.991032796,0.0,0.0,-5.245767583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.2869793,2023.0,26.0,48.0,0.007116881,1.047,365,71
0.0,0.0,273.0223035,0.0,110.1039443,144.1175026,208.1533008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06095062,901.9976368,502.6843756,260.2218633,0.0,342.662074,559.3355629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,-0.33596956,0.0,15.80400812,0.0,0.0,42.00291443,0.0,3.971160203,1.572337542,0.0,0.0,40.37682176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.8058643,2024.0,55.0,71.0,0.006607071,1.017,-640,65
0.0,0.0,305.8457784,0.0,70.25704976,141.2106169,242.5953623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5920424,958.797701,536.5671769,203.0016632,0.0,357.9436237,600.8540773,0.0,0.0,0.0,0.0,0.0,0.0,-7.437811122,-41.24378207,0.0,2022-03-31,-2.976782823,0.0,12.26368188,0.0,0.0,17.52902197,0.0,1.67495858,0.995024899,0.0,0.0,15.73797716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.6882421,2022.0,41.0,65.0,0.007607224,1.09,365,53
0.0,0.0,302.4885441,0.0,165.0330404,134.7655575,222.6172618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.71153365,939.8642081,535.8879446,297.4588663,0.0,377.0022881,562.86192,0.0,0.0,0.0,0.0,0.0,0.0,9.537759241,-34.9096891,0.0,2023-03-31,-0.283152227,0.0,9.80600872,0.0,0.0,5.439503317,0.0,2.794265403,1.184768531,0.0,0.0,7.667464265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.4790714,2023.0,32.0,53.0,0.007116881,1.047,366,76
0.0,0.0,290.6943024,0.0,74.17535953,175.2350033,203.5370791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.56978163,925.4751897,485.9262139,213.1256503,0.0,337.4612652,588.0139245,0.0,0.0,0.0,0.0,0.0,0.0,-63.18243552,-34.66533924,0.0,2024-03-31,-5.765237656,0.0,17.36962627,0.0,0.0,38.28037171,0.0,4.139144984,1.666409019,0.0,0.0,37.14479459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.2431009,2024.0,51.0,76.0,0.006607071,1.017,-640,56
0.0,0.0,294.3516432,0.0,60.21455658,123.4543712,223.496524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.8971617,897.2647006,514.6589789,191.9474047,0.0,352.4351067,544.8295939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-30,-0.327860474,0.0,9.358926255,0.0,0.0,1.892649099,0.0,1.602045498,0.842005308,0.0,0.0,7.637658767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0643499,2023.0,33.0,56.0,0.007116881,1.047,365,59
0.0,0.0,282.6646299,0.0,148.7538825,144.0771863,201.7228434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31747678,885.7367101,496.5898878,277.9879336,0.0,353.7221919,532.0145182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30,-0.295653213,0.0,9.649045773,0.0,0.0,12.32336347,0.0,3.030445434,1.189332244,0.0,0.0,14.34590023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0838555,2024.0,40.0,59.0,0.006607071,1.017,-273,50
0.0,0.0,287.0194908,0.0,84.12601706,121.0997369,233.3994006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6188125,913.4714399,521.566403,211.4849084,0.0,359.6480371,553.8234028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-30,-0.290603602,0.0,10.38721592,0.0,0.0,-3.777846824,0.0,1.855392227,0.976130047,0.0,0.0,0.126673365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.2839651,2023.0,27.0,50.0,0.007116881,1.047,365,62
51.37070085,34.91892745,69.4548597,0.0,16.73502583,0.0,137.0949526,0.0,0.504758187,13.97725115,0.0,109.4597372,5.91405,0.0,250.2969266,28.53363,0.0,366.8275844,120.2728946,82.08297783,15.39434923,87.99702783,278.8305566,246.5546899,5.91405,33.89398936,0.0,-2.103183699,0.0,0.0,0.0,-6.075391929,2016-12-31,0.0,0.0,9.90105,276.6806918,26.06858485,31.11936694,121.6567358,0.072025155,0.0,0.099062996,-1.249135074,19.96918187,19.96918187,29.87023187,19.96918187,0.79934765,1.276172915,5.675734398,91.33671646,399.1367752,59.59239721,398.3374275,2016.0,44.0,73.0,1.0,1.329,365,58
35.98872652,52.31207499,40.26284489,0.0,8.082398058,0.0,149.8030721,0.0,16.1696695,12.62337434,0.0,77.74468418,7.3563,0.0,260.0392978,27.95394,0.0,352.0440368,124.4962804,56.69449892,15.75169105,64.05079892,287.9932378,227.5477563,7.3563,-14.33832578,0.0,-0.67009383,0.0,0.0,0.0,-18.10256141,2017-12-31,0.0,0.0,2.36964,243.235734,30.9225,18.09282506,110.4684231,0.0,0.0,0.0,-0.895776,14.82740906,14.82740906,17.19704906,14.82740906,0.0,0.895776,4.182024,92.375598,353.7041571,57.271074,353.7041571,2017.0,32.0,58.0,1.0,1.302,365,70
20.43093226,64.93672328,48.52511118,0.0,0.0,0.0,134.700627,0.0,8.435019462,41.25142602,0.0,79.71189746,7.626,0.0,258.1354075,27.28837,0.0,354.7321358,140.3196113,61.68235828,18.42275735,69.30835828,285.4237775,214.4125245,7.626,-14.70091982,0.0,-3.046106562,0.0,0.0,0.0,-13.87017388,2018-12-31,0.0,0.0,1.55062,246.76117,31.82128474,6.51513329,103.1627397,0.016467076,0.0,0.120400559,-0.676991795,4.287521495,4.287521495,5.838141495,4.287521495,0.0,0.780925278,4.06318364,96.64760641,349.9239097,60.76313804,349.9239097,2018.0,19.0,70.0,1.0,1.271,365,62
12.50594935,32.52605527,46.20772416,0.0,0.0,0.0,139.7235508,0.0,36.0060455,55.53140362,0.0,78.26943197,6.24,0.0,247.872129,26.79456,0.0,348.9440416,130.9510588,68.03735297,16.21123382,74.27735297,274.666689,217.9929828,6.24,-7.555265016,0.0,1.878145539,0.0,0.0,0.0,31.23557263,2019-12-31,-6.864,0.0,-1.4976,236.4955733,27.0919297,-7.749735727,89.20338698,0.0,0.0,0.660072167,0.660072167,-5.59206356,-5.59206356,-7.08966356,-5.59206356,0.0,0.0,4.5909864,90.08912271,325.6989603,58.40620661,325.6989603,2019.0,13.0,62.0,1.0,1.248,366,64
17.12506795,33.56645713,73.92836443,0.0,0.0,0.0,149.6374718,0.0,0.607023162,54.59404406,0.0,80.14450557,12.81107591,0.0,243.1613775,26.47251,0.0,354.1640755,124.3820981,71.71911202,16.28025334,84.53018793,269.6338875,229.7819774,12.81107591,-2.695026051,0.0,-0.263865699,0.0,0.0,0.0,-1.43134038,2020-12-31,0.0,0.0,-3.051675,181.5838878,26.10688358,-2.589449193,75.44038616,0.0,0.0,0.044466912,-2.193746202,-1.731520395,-1.731520395,-4.783195395,-1.731520395,0.0,2.238213114,3.664647387,78.02983535,257.024274,48.25830439,257.024274,2020.0,16.0,64.0,1.0,1.233,365,40
11.72239933,17.69797279,24.79942328,0.0,19.15661833,0.0,136.0968986,0.0,0.619713994,5.40644331,0.0,87.22279536,0.0,0.0,222.0935462,25.29166,7.657,291.3276672,68.00797323,36.28546097,24.89086317,43.94246097,247.3852062,223.319694,7.657,-4.638776698,0.0,-9.336817398,0.0,0.0,0.0,14.37119712,2021-12-31,0.0,0.0,-3.400175077,161.4425157,28.90405826,-16.45003728,64.04814036,0.0,0.0,2.828645406,2.828645406,-10.2212168,-10.2212168,-13.62139188,-10.2212168,0.0,0.0,2.724918972,80.49817765,225.4906561,48.86920042,225.4906561,2021.0,13.0,40.0,1.0,1.178,365,57
25.12754982,36.12898413,72.72241726,0.0,0.0,0.99933925,191.9670875,0.0,1.67043808,73.34006031,-0.24754554,0.0,1.29825976,0.0,206.8549081,23.4023,0.0,336.0920824,143.1256557,98.46761013,32.60381622,106.0824199,230.0096625,192.9664267,7.61480976,9.3477419,-15.38351553,2.61913266,34.86092064,-0.1256879,-15.38351553,-8.49500983,2022-12-31,0.0,0.0,-4.5686805,413.157294,35.62519376,-37.02181621,11.80639059,0.0,0.0,9.79117134,9.5459475,-22.90718821,-22.90718821,-27.47586871,-22.90718821,0.0,0.24522384,13.20301304,48.8282068,424.9636846,0.0,424.9636846,2022.0,16.0,57.0,1.0,1.09,365,71
29.11068225,41.26395358,82.41879509,0.0,0.0,0.959915775,160.1526055,0.0,3.19644912,47.34875008,-0.234336399,0.0,0.740454105,0.0,209.6307096,22.47909,0.0,317.2576546,156.1451334,76.45943233,29.2659356,85.38219144,231.8754632,161.1125212,8.922759105,3.922111209,-29.35778786,1.280097798,6.945083946,0.0,-29.35778786,-2.635328316,2023-12-31,0.0,0.0,3.656124,0.0,68.27897319,10.74342405,0.0,0.0,1.027722636,2.82111009,3.848832726,10.93613278,10.93613278,14.59225678,10.93613278,0.0,0.0,444.7354129,513.0143861,523.7578101,0.0,523.7578101,2023.0,37.0,71.0,1.0,1.047,-549,31
15.21525582,43.24653989,31.24047522,0.0,65.95864361,0.0,138.2329091,0.0,0.459726139,5.798793613,0.0,78.96910745,7.085,0.0,194.5808216,23.4023,0.0,312.0408146,94.83879805,86.97269304,19.89205681,94.05769304,217.9831216,217.2020166,7.085,0.076306856,0.0,-5.499943146,0.0,0.0,0.0,-13.57302953,2022-06-30,0.0,0.0,0.0,184.2872046,24.520422,-21.94841213,49.87859446,0.0,0.0,0.105023571,0.105023571,-21.84338856,-21.84338856,-21.84338856,-21.84338856,0.0,0.0,3.741145655,71.82700659,234.165799,43.56543893,234.165799,2022.0,14.0,31.0,1.0,1.09,-273,42
0.0,0.0,152.1890583,0.0,8.665008497,30.21558944,179.5439512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14759564,601.4925516,378.0431267,112.7031536,0.0,162.5373173,438.9552343,0.0,0.0,0.0,0.0,0.0,0.0,-34.86733084,-7.810945459,0.0,2022-12-31,-1.683250454,0.0,22.14759588,0.0,0.0,61.98175935,0.0,0.373134337,1.23548925,0.0,0.0,47.67827642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.1061486,2022.0,57.0,80.0,0.007607224,1.09,365,83
0.0,0.0,153.4610559,0.0,5.521468436,30.26748284,171.9330131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.409697819,580.7303158,365.6687476,105.2879204,0.0,145.9649733,434.7653425,0.0,0.0,0.0,0.0,0.0,0.0,-41.19119772,-25.04406938,0.0,2023-12-31,-0.700429194,0.0,25.23035374,0.0,0.0,70.9817926,0.0,0.223541232,1.616948246,0.0,0.0,54.82721289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.2980257,2023.0,60.0,83.0,0.007116881,1.047,-640,78
0.0,0.0,149.1044811,0.0,9.792703383,27.9187403,177.6782795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52902197,590.787742,369.6600419,118.8805998,0.0,175.8291916,414.9585505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-31,0.116086238,0.0,21.55887282,0.0,0.0,54.37811074,0.0,0.323383092,0.605306814,0.0,0.0,49.94195807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.6550694,2022.0,56.0,78.0,0.007607224,1.09,365,80
0.0,0.0,135.3393134,0.0,6.899972701,28.21835488,163.0435234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.597370236,538.7492724,335.3043969,97.00199203,0.0,140.108193,398.6410794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-31,-1.415761137,0.0,22.17529024,0.0,0.0,59.56628701,0.0,0.327860474,1.363601516,0.0,0.0,42.37596625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0813145,2023.0,57.0,80.0,0.007116881,1.047,366,83
0.0,0.0,143.5866707,0.0,4.770767757,28.60444837,166.7484122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461675761,542.1003244,336.9035557,93.25843056,0.0,130.6988784,411.401446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-31,-0.839923901,0.0,22.13367464,0.0,0.0,65.37295705,0.0,0.188142954,1.585776325,0.0,0.0,54.69584442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.5732377,2024.0,60.0,83.0,0.006607071,1.017,-640,78
0.0,0.0,149.6517448,0.0,10.88723077,26.23548984,185.6301868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3018246,602.2139446,375.3980188,117.42123,0.0,171.053072,431.1608726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-30,0.132669987,0.0,23.11774516,0.0,0.0,49.68490997,0.0,0.339966841,0.671641807,0.0,0.0,50.37313552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.7628638,2022.0,54.0,78.0,0.007607224,1.09,365,81
0.0,0.0,150.4656034,0.0,6.758396587,29.61176189,170.6290225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.427504454,570.0003366,356.4290434,105.2879204,0.0,148.1854828,421.8148538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30,-1.512629005,0.0,23.06200379,0.0,0.0,68.36636018,0.0,0.335311848,1.57224,0.0,0.0,51.10897706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0599651,2023.0,59.0,81.0,0.007116881,1.047,366,83
0.0,0.0,156.3602334,0.0,4.23321646,28.47006054,171.7207617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.426889516,561.4454517,351.7063746,99.27228569,0.0,133.715885,427.7295667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-30,1.101980158,0.0,22.78545558,0.0,0.0,69.02158648,0.0,0.154545998,1.592495716,0.0,0.0,55.62312041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.8851246,2024.0,60.0,83.0,0.006607071,1.017,-639,78
0.0,0.0,154.8424581,0.0,10.31509146,26.06136048,188.4742997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6019904,621.1111258,391.3184172,120.4809315,0.0,173.1343325,447.9767934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-30,-0.472636827,0.0,22.9104483,0.0,0.0,55.96185871,0.0,0.339966841,0.746268674,0.0,0.0,47.60364955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.7015047,2022.0,55.0,78.0,0.007607224,1.09,365,81
0.0,0.0,46.06965283,0.0,74.67661868,50.73797799,234.1210669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20895637,544.1542418,240.3980156,175.5141003,0.0,262.8938702,281.2603715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-31,-0.779436171,0.0,7.835821081,0.0,0.0,23.74792759,0.0,1.061359892,0.074626867,0.0,0.0,20.37313481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.278617,2022.0,58.0,66.0,0.007607224,1.09,365,62
0.0,0.0,50.05088189,0.0,71.50338881,41.67553706,221.6932914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2165835,540.4556371,255.67901,174.0193979,0.0,245.9475151,294.5081221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,-1.430663886,0.0,6.139932511,0.0,0.0,12.35437877,0.0,0.76004019,0.096867867,0.0,0.0,9.873071089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.8761084,2023.0,48.0,62.0,0.007116881,1.047,-640,40
0.0,0.0,51.12457852,0.0,97.48639731,55.95169987,298.7666305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91203302,663.0212073,280.3055731,206.536432,0.0,338.3490255,324.6721817,0.0,0.0,0.0,0.0,0.0,0.0,6.393254049,-37.42628083,0.0,2021-03-31,-1.008332014,0.0,11.88544545,0.0,0.0,-2.778276508,0.0,1.684129003,0.096542427,0.0,0.0,-7.197774273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.672769,2021.0,25.0,40.0,0.009106058,1.178,365,66
0.0,0.0,49.66003434,0.0,66.06136143,51.5671654,235.961863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.45771283,558.6650215,250.1326759,173.7893905,0.0,268.3996747,290.2653468,0.0,0.0,0.0,0.0,0.0,0.0,-20.82089602,-25.53068054,0.0,2022-03-31,-1.401326733,0.0,6.533996838,0.0,0.0,20.17412983,0.0,0.93698178,0.091210616,0.0,0.0,17.46268698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0862455,2022.0,53.0,66.0,0.007607224,1.09,365,64
0.0,0.0,41.77240493,0.0,65.58699753,38.73224417,211.4849084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.06326407,512.9749683,243.3171799,167.0300087,0.0,228.95093,284.0240383,0.0,0.0,0.0,0.0,0.0,0.0,-22.09332512,-23.33770464,0.0,2023-03-31,-0.327860474,0.0,6.91487545,0.0,0.0,17.20522351,0.0,0.69297782,0.089416493,0.0,0.0,14.12780588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0842358,2023.0,52.0,64.0,0.007116881,1.047,-639,58
0.0,0.0,48.93034942,0.0,72.83582262,48.83084693,237.147601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.43615398,535.3565633,231.2520784,167.3548962,0.0,264.8010013,270.555562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-30,-0.779436171,0.0,9.096185954,0.0,0.0,11.93200692,0.0,1.227197376,0.074626867,0.0,0.0,9.42786092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.5174223,2022.0,47.0,58.0,0.007607224,1.09,365,65
0.0,0.0,45.86320948,0.0,65.92230938,44.2537126,216.4028155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9614654,512.1851226,230.880836,159.5786343,0.0,241.9535784,270.2315442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-30,-1.423212512,0.0,6.132481137,0.0,0.0,14.24702787,0.0,0.797297062,0.074513744,0.0,0.0,13.31560607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.3240853,2023.0,52.0,65.0,0.007116881,1.047,365,68
0.0,0.0,38.24005536,0.0,60.91800068,42.5673433,189.3255666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.04989042,466.5676478,216.7541216,145.9922128,0.0,199.8145363,266.7531115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30,-0.248617475,0.0,6.504370688,0.0,0.0,18.81429538,0.0,0.705536077,0.174704171,0.0,0.0,14.93048726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.4029919,2024.0,57.0,68.0,0.006607071,1.017,-638,67
