prev_accountsPayable,prev_accountsReceivable,prev_bankCashBalances,prev_bankOverdraft,prev_debitOwnedWithinOneYear,prev_financialAssets,prev_fixedAssets,prev_intangibleAssets,prev_otherCurrentAssets,prev_otherCurrentLiabilities,prev_otherEquity,prev_otherTermAssets,prev_otherTermLiabilities,prev_prepayments,prev_retainedEarnings,prev_subscribedCapital,prev_termLoans,prev_totalAssets,prev_totalCurrentAssets,prev_totalCurrentLiabilities,prev_totalInventories,prev_totalLiabilities,prev_totalShareholderEquity,prev_totalTermAssets,prev_totalTermLiabilities,prev_accountPayableAccrualFromCashFlow,prev_capitalExpenditure,prev_changeInInventoriesFromCashFlow,prev_netChangeInCashAndCashEquivalents,prev_netFundingCashFlow,prev_netInvestingCashFlow,prev_unbilledAccountsReceivableRevenueFromCashFlow,prev_financialDate,prev_abnormalItems,prev_amortization,prev_companyTaxExpense,prev_costOfGoodsSold,prev_depreciation,prev_earningsBeforeInterestAndTax,prev_grossProfit,prev_interestExpense,prev_interestReceived,prev_investmentIncome,prev_netInvestmentIncome,prev_netProfitAfterTax,prev_netProfitAfterTaxAndMinorityInterests,prev_netProfitBeforeTax,prev_netSurplus,prev_otherIncome,prev_otherInvestmentExpense,prev_otherOperatingExpense,prev_totalOperatingExpense,prev_totalOperatingRevenue,prev_totalStaffCosts,prev_salesRevenue,prev_eqyYear,prev_CHS,prev_FHR,prev_X.Other.Currency.to.USD,prev_inf_factor,diff_days,FHR
0.0,0.0,234.593424,0.0,13.026753,119.052054,2582.001297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.633064,3519.616311,624.568176,275.558184,0.0,1927.348227,1592.268084,0.0,0.0,0.0,0.0,0.0,0.0,0.364086,-369.910359,0.0,2024-06-30,0.0,0.0,75.595644,0.0,0.0,403.832394,0.0,39.275523,0.0,0.0,0.0,316.362258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.923141,2024.0,65.0,81.0,1.0,1.017,-639,81
0.0,0.0,79.55583,0.0,0.0,57.73294,2383.44087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.8984,3158.71536,501.93737,263.61977,0.0,1868.13029,1290.58507,0.0,0.0,0.0,0.0,0.0,0.0,-120.73603,-198.36038,0.0,2022-09-30,0.0,0.0,83.72835,0.0,0.0,443.25613,0.0,39.64112,0.0,0.0,0.0,320.23764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.31488,2022.0,71.0,81.0,1.0,1.09,365,80
0.0,0.0,528.6824656,0.0,489.6670692,129.5272413,698.633413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0423268,2515.867152,1541.540337,933.3517068,0.0,1847.538479,668.3286733,0.0,0.0,0.0,0.0,0.0,0.0,-141.3004129,-66.88353668,0.0,2022-12-31,-21.22896569,0.0,20.37205763,0.0,0.0,32.61466578,0.0,15.20825516,6.624271848,0.0,0.0,24.99936114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.247097,2023.0,40.0,48.0,0.007116881,1.047,365,65
0.0,0.0,585.3732038,0.0,618.9029659,134.8447427,619.420359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.5768056,2275.965312,1397.64009,967.1622928,0.0,1570.180618,705.7846942,0.0,0.0,0.0,0.0,0.0,0.0,-137.2301266,-54.13813495,0.0,2023-12-31,-4.811084104,0.0,27.30760587,0.0,0.0,113.2822164,0.0,16.03246742,10.24707159,0.0,0.0,90.9335212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.768487,2024.0,60.0,65.0,0.006607071,1.017,-640,43
0.0,0.0,618.2089699,0.0,497.752914,151.4593734,824.0879134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.840821,2842.039868,1714.021599,957.2719961,0.0,2110.688276,731.3515928,0.0,0.0,0.0,0.0,0.0,0.0,-108.0016609,-56.733003,0.0,2022-03-31,-36.35157632,0.0,25.55555616,0.0,0.0,23.24212327,0.0,16.06136025,4.660033278,0.0,0.0,15.05804347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.472693,2022.0,32.0,43.0,0.007607224,1.09,365,48
0.0,0.0,564.7545691,0.0,589.3292018,135.6820766,698.0522058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.4161732,2447.418827,1476.780442,972.501228,0.0,1799.462211,647.9566157,0.0,0.0,0.0,0.0,0.0,0.0,-154.0720686,-68.31420056,0.0,2023-03-31,-3.382923981,0.0,22.2423526,0.0,0.0,46.67540929,0.0,15.84162199,7.466277156,0.0,0.0,21.38544455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.714123,2023.0,39.0,48.0,0.007116881,1.047,366,60
0.0,0.0,687.024154,0.0,787.0422921,140.7376488,633.5982745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.8862522,2402.128601,1484.864508,1132.721373,0.0,1578.458908,823.6696935,0.0,0.0,0.0,0.0,0.0,0.0,-92.68056292,-35.21632932,0.0,2024-03-31,-33.48944578,0.0,19.19058129,0.0,0.0,108.639117,0.0,15.86448264,10.63679628,0.0,0.0,105.2256663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.505361,2024.0,55.0,60.0,0.006607071,1.017,-640,39
0.0,0.0,596.0577929,0.0,432.7609228,135.1679317,750.9495127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.5296629,2612.392256,1579.035653,861.2447567,0.0,1898.200373,714.1918828,0.0,0.0,0.0,0.0,0.0,0.0,-94.44617061,-53.96285346,0.0,2022-06-30,-31.9962017,0.0,15.68514313,0.0,0.0,-15.26786616,0.0,14.40350673,4.791233744,0.0,0.0,-7.250187298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.807408,2023.0,24.0,39.0,0.007116881,1.047,365,53
0.0,0.0,556.1908878,0.0,633.0136874,141.6582054,650.9880589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0314651,2298.031793,1381.762169,994.9469754,0.0,1635.089937,662.9418559,0.0,0.0,0.0,0.0,0.0,0.0,-137.8079943,-66.01129922,0.0,2023-06-30,-3.104358738,0.0,25.04989042,0.0,0.0,66.62948321,0.0,14.97080361,8.056550057,0.0,0.0,38.47523405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229.346176,2024.0,48.0,53.0,0.006607071,1.017,366,71
0.0,0.0,636.9801653,0.0,488.4715714,131.6167141,611.6063776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.2882612,2292.135878,1406.119835,842.1677844,0.0,1491.834844,800.3010348,0.0,0.0,0.0,0.0,0.0,0.0,-208.0258212,-11.90213752,0.0,2024-06-30,-30.13464269,0.0,16.95073651,0.0,0.0,126.2345937,0.0,15.6035715,10.90811285,0.0,0.0,116.5755513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.563544,2025.0,62.0,71.0,0.006539636,1.0,-639,39
0.0,0.0,579.4486794,0.0,477.2083711,132.0830627,750.8973531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.6247768,2686.883646,1655.665588,946.6747643,0.0,1935.464697,751.4189493,0.0,0.0,0.0,0.0,0.0,0.0,-98.11224682,-60.84047203,0.0,2022-09-30,-29.74588663,0.0,18.90413687,0.0,0.0,1.050643791,0.0,14.60469384,5.581079431,0.0,0.0,4.157866919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254.845507,2023.0,28.0,39.0,0.007116881,1.047,365,57
0.0,0.0,63.29197421,0.0,294.8210798,51.51880265,709.0429831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0755765,1348.780733,563.361162,567.4445152,0.0,859.180726,489.6000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,5.163802464,0.0,9.262058388,0.0,0.0,33.11390786,0.0,10.52134066,0.573755829,0.0,0.0,28.29286862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.618928,2023.0,43.0,39.0,0.007116881,1.047,365,35
0.0,0.0,70.78206697,0.0,348.0846227,58.92906089,639.1820886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0733216,1266.296151,532.9821105,593.0870649,0.0,802.6581572,463.6379933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,5.247844533,0.0,10.48225028,0.0,0.0,21.75738873,0.0,17.68543766,0.83320451,0.0,0.0,5.422548704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.257748,2024.0,36.0,35.0,0.006607071,1.017,-640,29
0.0,0.0,16.42620271,0.0,392.6865765,61.45937127,674.6766329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.1658409,1334.4196,578.1343421,653.5572294,0.0,832.1144476,502.3051529,0.0,0.0,0.0,0.0,0.0,0.0,95.90381653,-129.6932037,0.0,2022-03-31,-0.124378112,0.0,8.855721603,0.0,0.0,9.344942178,0.0,6.567164335,0.530679946,0.0,0.0,2.313432891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591.144316,2022.0,31.0,29.0,0.007607224,1.09,365,37
0.0,0.0,40.91549687,0.0,313.5091268,55.61705857,687.6426358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.3262749,1312.462734,540.9921361,562.9066282,0.0,829.9415328,482.5212011,0.0,0.0,0.0,0.0,0.0,0.0,17.43621611,-121.7703606,0.0,2023-03-31,10.17857744,0.0,12.24260815,0.0,0.0,25.36447848,0.0,13.09951621,0.722783317,0.0,0.0,12.34692739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.971135,2023.0,38.0,37.0,0.007116881,1.047,366,37
0.0,0.0,82.00345029,0.0,351.7466909,63.7334256,631.8445134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.3436431,1288.591091,558.1731082,618.5401188,0.0,806.5285266,482.062564,0.0,0.0,0.0,0.0,0.0,0.0,-28.64476472,-59.81602052,0.0,2024-03-31,0.591306426,0.0,9.924540813,0.0,0.0,25.50680902,0.0,18.98228016,1.00118929,0.0,0.0,10.90557193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.478598,2024.0,38.0,37.0,0.006607071,1.017,-640,29
0.0,0.0,61.198138,0.0,401.1894494,50.70660284,673.0453933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.5535041,1334.161136,587.3769418,659.9309744,0.0,856.1107597,478.0503765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-30,5.722655545,0.0,5.700301421,0.0,0.0,5.804620663,0.0,6.430536113,0.454533839,0.0,0.0,9.396183127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.619654,2023.0,29.0,29.0,0.007116881,1.047,365,37
0.0,0.0,49.5151938,0.0,316.5505198,55.46857441,642.4409933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.2658651,1260.396525,538.6465573,583.3036313,0.0,809.5724108,450.8241143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30,5.133614882,0.0,15.92495716,0.0,0.0,26.67598309,0.0,13.9830531,0.72569425,0.0,0.0,5.939941827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.329757,2024.0,38.0,37.0,0.006607071,1.017,366,36
0.0,0.0,98.32342726,0.0,364.4342954,63.44754847,634.9136403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.146989,1281.101613,546.2165573,620.2648557,0.0,793.2774657,487.8241474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-30,-0.451234884,0.0,9.332060572,0.0,0.0,24.24243065,0.0,19.40963965,1.065960668,0.0,0.0,9.063935496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.905804,2025.0,37.0,36.0,0.006539636,1.0,-639,35
0.0,0.0,48.7096345,0.0,330.7516072,51.41448341,724.9144106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.4765626,1403.801681,603.1067931,611.6311654,0.0,902.2943783,501.5073031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-30,5.789717914,0.0,6.117578388,0.0,0.0,16.82520341,0.0,7.779234881,0.491790711,0.0,0.0,23.76988436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.875359,2023.0,38.0,35.0,0.007116881,1.047,365,34
0.0,0.0,54.18964349,0.0,35.77889937,15.9444435,121.8431754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95626138,280.8980153,136.6321194,75.52465713,0.0,101.6558299,179.2421854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,-0.56264583,0.0,7.491179649,0.0,0.0,9.8720428,0.0,0.49954014,0.415406672,0.0,0.0,6.451019941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.2689056,2023.0,48.0,66.0,0.007116881,1.047,365,86
0.0,0.0,64.96151529,0.0,22.48716165,19.98621096,108.214942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.622101184,275.3704284,140.6668063,71.38214221,0.0,87.16446685,188.2059615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,-0.563609096,0.0,5.880730552,0.0,0.0,24.57824291,0.0,0.306935071,1.239096055,0.0,0.0,21.0857923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.9358989,2024.0,68.0,86.0,0.006607071,1.017,-640,60
0.0,0.0,56.55909753,0.0,37.70504235,23.19019126,138.1086683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.28052311,305.4909111,138.8507081,80.75790407,0.0,117.0748618,188.4160492,0.0,0.0,0.0,0.0,0.0,0.0,-11.48455251,-12.95175818,0.0,2022-03-31,-5.872910587,0.0,1.748499212,0.0,0.0,4.887073084,0.0,0.539270328,0.34646767,0.0,0.0,3.851185829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0310423,2022.0,38.0,60.0,0.007607224,1.09,365,77
0.0,0.0,63.7088041,0.0,35.19033021,18.02427113,121.4862546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.82708011,292.6769766,147.122209,80.72963589,0.0,104.0135118,188.6634648,0.0,0.0,0.0,0.0,0.0,0.0,-19.86625088,-6.916306114,0.0,2023-03-31,-0.555969399,0.0,8.523306775,0.0,0.0,15.7381522,0.0,0.472260659,0.540083068,0.0,0.0,12.25415778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0476849,2023.0,57.0,77.0,0.007116881,1.047,366,86
0.0,0.0,69.40104394,0.0,21.3658834,25.06691064,110.9619904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031305389,286.7892072,143.7592381,67.87808048,0.0,84.22530434,202.5639029,0.0,0.0,0.0,0.0,0.0,0.0,-24.62151579,-18.97007103,0.0,2024-03-31,-1.122729638,0.0,5.780141265,0.0,0.0,23.49440511,0.0,0.271107277,1.47479214,0.0,0.0,20.24441029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.8775942,2024.0,62.0,86.0,0.006607071,1.017,-640,53
0.0,0.0,45.17179644,0.0,32.38792791,16.40827666,129.8695202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29890854,274.7040902,121.7771413,69.68467225,0.0,99.91283419,174.791256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-30,-5.333216913,0.0,1.622059889,0.0,0.0,0.807654472,0.0,0.509815586,0.314529965,0.0,0.0,-0.601840059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.2865027,2023.0,27.0,53.0,0.007116881,1.047,365,82
0.0,0.0,55.31439126,0.0,24.71560743,19.64135837,110.2229447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83155792,262.779398,126.710456,66.76948844,0.0,85.67960234,177.0997956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-30,-0.554820132,0.0,7.271718445,0.0,0.0,16.61057696,0.0,0.390880425,0.723369341,0.0,0.0,14.13237141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.4268121,2024.0,61.0,82.0,0.006607071,1.017,366,89
0.0,0.0,63.95164977,0.0,16.0408181,23.10083909,110.9684151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.002989671,275.1733387,133.462788,59.58198271,0.0,74.0303929,201.1429458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-30,-1.12269855,0.0,6.40705142,0.0,0.0,26.27069876,0.0,0.22727197,1.563254208,0.0,0.0,22.88447524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.6826038,2025.0,69.0,89.0,0.006539636,1.0,-639,64
0.0,0.0,49.42130037,0.0,33.15366095,15.81983417,128.2877573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14246163,278.6587357,127.3093397,69.63312364,0.0,96.6686846,181.9900511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-09-30,-0.605222983,0.0,3.425188176,0.0,0.0,7.891787891,0.0,0.500710006,0.350259305,0.0,0.0,4.032758343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.6889556,2023.0,44.0,64.0,0.007116881,1.047,365,84
0.0,0.0,124.1398976,0.0,158.3640603,80.92192606,343.843672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.14826085,987.3667199,537.7358855,395.250704,0.0,460.0329531,527.3337668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-31,-5.894037156,0.0,19.50024682,0.0,0.0,12.88342635,0.0,5.417149194,0.968678673,0.0,0.0,9.001260284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.227902,2023.0,23.0,51.0,0.007116881,1.047,365,52
0.0,0.0,145.9250188,0.0,162.5420733,74.25599223,318.8418322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15746043,959.0452682,542.987284,382.6558905,0.0,458.1818476,500.8634206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,-0.208301127,0.0,11.20122514,0.0,0.0,24.51233912,0.0,8.479871703,1.202771026,0.0,0.0,31.75584284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.753896,2024.0,29.0,52.0,0.006607071,1.017,-640,53
0.0,0.0,152.3466039,0.0,189.0381471,100.5389742,369.9751331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.06799415,1137.023244,638.955239,464.0215699,0.0,539.4527491,597.5704951,0.0,0.0,0.0,0.0,0.0,0.0,-23.41625263,-9.452736542,0.0,2022-03-31,0.273631847,0.0,29.61028263,0.0,0.0,23.87230571,0.0,3.449419651,1.003316773,0.0,0.0,36.01990135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.341651,2022.0,27.0,53.0,0.007607224,1.09,365,50
0.0,0.0,135.9503261,0.0,174.4366749,65.16972056,343.8660261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57614862,982.0687927,549.0098149,398.6634335,0.0,455.3832955,526.6854972,0.0,0.0,0.0,0.0,0.0,0.0,-39.5667981,-39.57424948,0.0,2023-03-31,-6.676431469,0.0,14.59724246,0.0,0.0,3.271153365,0.0,6.981937819,1.110254787,0.0,0.0,10.78959014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.236742,2023.0,19.0,50.0,0.007116881,1.047,366,53
